"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"207",207,"Utvisning","19:10",NA,"Alexander Enholm","Täfteå IK","Period3","Osportsligt uppträdande",12,"Gullänget-Kroksta IBS - Täfteå IK","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"208",208,"Utvisning","11:36",NA,"Peter Hansson","IBK Umeå Norr","Period1","Hårt spel 2",2,"Örnsköldsvik IBF - IBK Umeå Norr","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"209",209,"Utvisning","17:27",NA,"Samuel Persson","Örnsköldsvik IBF","Period1","Fasthållning",2,"Örnsköldsvik IBF - IBK Umeå Norr","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"210",210,"Utvisning","10:57",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period2","Låsning av klubba",2,"Örnsköldsvik IBF - IBK Umeå Norr","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"211",211,"Utvisning","11:34",NA,"Tobias Jonsson","IBK Umeå Norr","Period2","Otillåten trängning",2,"Örnsköldsvik IBF - IBK Umeå Norr","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"212",212,"Utvisning","11:34",NA,"Tobias Jonsson","IBK Umeå Norr","Period2","Protest mot domslut",2,"Örnsköldsvik IBF - IBK Umeå Norr","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"213",213,"Utvisning","05:55",NA,"Peter Hansson","IBK Umeå Norr","Period3","Slag",2,"Örnsköldsvik IBF - IBK Umeå Norr","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"214",214,"Utvisning","04:11",NA,"Robin Hunesjö","Rönnskär Railcare IF","Period2","Hårt spel 2",2,"Obbola IK - Rönnskär Railcare IF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"215",215,"Utvisning","09:29",NA,"Noel Annelin-Norberg","Obbola IK","Period2","Otillåten trängning",2,"Obbola IK - Rönnskär Railcare IF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"216",216,"Utvisning","18:44",NA,"Melker Bergman","Rönnskär Railcare IF","Period2","Liggande spel",2,"Obbola IK - Rönnskär Railcare IF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"217",217,"Utvisning","08:44",NA,"Theodor Jonsson","Rönnskär Railcare IF","Period3","Slag",2,"Obbola IK - Rönnskär Railcare IF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"218",218,"Utvisning","08:35",NA,"Edvin Johansson","IBS Dalen","Period1","Obstruktion",2,"IBS Dalen - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"219",219,"Utvisning","10:33",NA,"Mathias Stenberg","Clemensnäs IF","Period1","Protest mot domslut",2,"IBS Dalen - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"220",220,"Utvisning","10:06",NA,"Albin Bredberg","IBS Dalen","Period2","Slag",2,"IBS Dalen - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"221",221,"Utvisning","11:06",NA,"Oskar Norgren","Clemensnäs IF","Period3","Protest mot domslut",2,"IBS Dalen - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"222",222,"Utvisning","15:13",NA,"Edvin Johansson","IBS Dalen","Period3","Slag",2,"IBS Dalen - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"223",223,"Utvisning","10:09",NA,"Mikael Nöjd","IBF Skellefteå","Period2","Protest mot domslut",2,"IBF Skellefteå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"224",224,"Utvisning","00:49",NA,"Fredrik Zemrén","Spöland Vännäs IF","Period2","Otillåten trängning",2,"Spöland Vännäs IF - Rönnskär Railcare IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"225",225,"Utvisning","07:33",NA,"Emil Renström","Rönnskär Railcare IF","Period2","Slag",2,"Spöland Vännäs IF - Rönnskär Railcare IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"226",226,"Utvisning","04:58",NA,"Niklas Larsson","Täfteå IK","Period1","Låsning av klubba",2,"IBK Umeå Norr - Täfteå IK","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"227",227,"Utvisning","16:10",NA,"Jesper Jonsson","Täfteå IK","Period1","Hårt spel 2",2,"IBK Umeå Norr - Täfteå IK","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"228",228,"Utvisning","17:34",NA,"Johan Eriksson ","IBK Umeå Norr","Period2","Slag",2,"IBK Umeå Norr - Täfteå IK","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"229",229,"Utvisning","11:46",NA,"Andreas Gleisner","IBK Umeå Norr","Period3","Slag",2,"IBK Umeå Norr - Täfteå IK","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"230",230,"Utvisning","19:53",NA,"David Raiting","IBS Dalen","Period1","Slag",2,"Obbola IK - IBS Dalen","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"231",231,"Utvisning","07:54",NA,"Jonas Hjelm","Obbola IK","Period2","Lyftning av klubba",2,"Obbola IK - IBS Dalen","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"232",232,"Utvisning","16:51",NA,"Oskar Granberg","Obbola IK","Period3","Slag",2,"Obbola IK - IBS Dalen","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"233",233,"Utvisning","17:57",NA,"David Raiting","IBS Dalen","Period3","Osportsligt uppträdande",12,"Obbola IK - IBS Dalen","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"234",234,"Utvisning","17:57",NA,"Tobias Hällman","Obbola IK","Period3","Hårt spel 2",2,"Obbola IK - IBS Dalen","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"235",235,"Utvisning","05:48",NA,"Anton Nystedt","Rönnskär Railcare IF","Period2","Obstruktion",2,"Rönnskär Railcare IF - Clemensnäs IF","Jörgen Lundberg","Jens Marklund","Jörgen Lundberg, Jens Marklund"
"236",236,"Utvisning","17:40",NA,"Dennis Perttula","Rönnskär Railcare IF","Period2","Slag",2,"Rönnskär Railcare IF - Clemensnäs IF","Jörgen Lundberg","Jens Marklund","Jörgen Lundberg, Jens Marklund"
"237",237,"Utvisning","05:12",NA,"Oskar Norgren","Clemensnäs IF","Period3","Protest mot domslut",2,"Gimonäs Umeå IBF - Clemensnäs IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"238",238,"Utvisning","13:41",NA,"Johan Boman","Clemensnäs IF","Period3","Fördröjande av spelet",2,"Gimonäs Umeå IBF - Clemensnäs IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"239",239,"Utvisning","13:41",NA,"Hugo Olsson","Gimonäs Umeå IBF","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - Clemensnäs IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"240",240,"Utvisning","16:34",NA,"Christoffer Edström","IBF Skellefteå","Period2","Hårt spel 2",2,"Obbola IK - IBF Skellefteå","Jörgen Lundberg","Jens Marklund","Jörgen Lundberg, Jens Marklund"
"241",241,"Utvisning","16:34",NA,"Christoffer Edström","IBF Skellefteå","Period2","Protest mot domslut",2,"Obbola IK - IBF Skellefteå","Jörgen Lundberg","Jens Marklund","Jörgen Lundberg, Jens Marklund"
"242",242,"Utvisning","10:02",NA,"Noel Annelin-Norberg","Obbola IK","Period3","Slag",2,"Obbola IK - IBF Skellefteå","Jörgen Lundberg","Jens Marklund","Jörgen Lundberg, Jens Marklund"
"243",243,"Utvisning","03:43",NA,"David Morén","IBF Skellefteå","Period2","Låsning av klubba",2,"IBF Skellefteå - Clemensnäs IF","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"244",244,"Utvisning","10:37",NA,"David Morén","IBF Skellefteå","Period2","Låsning av klubba",2,"IBF Skellefteå - Clemensnäs IF","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"245",245,"Utvisning","17:57",NA,"Max Sjögren","IBF Skellefteå","Period2","Slag",2,"IBF Skellefteå - Clemensnäs IF","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"246",246,"Utvisning","02:02",NA,"Emil Schefström","Obbola IK","Period1","Slag",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"247",247,"Utvisning","11:21",NA,"Andre Nyberg","IBK Umeå Norr","Period1","Slag",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"248",248,"Utvisning","00:00",NA,"Pontus Edholm","Obbola IK","Period1","Liggande spel",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"249",249,"Utvisning","05:44",NA,"Pontus Quick","IBK Umeå Norr","Period1","Otillåten trängning",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"250",250,"Utvisning","03:13",NA,"Daniel Runhagen","Obbola IK","Period2","Slag",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"251",251,"Utvisning","06:13",NA,"David Cox","Obbola IK","Period2","Otillåten trängning",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"252",252,"Utvisning","13:26",NA,"Jonas Boström","IBK Umeå Norr","Period2","Fasthållning",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"253",253,"Utvisning","19:01",NA,"Stefan Lindberg-Dellsand","IBK Umeå Norr","Period2","Otillåten trängning",2,"IBK Umeå Norr - Obbola IK"," "," ","  "
"254",254,"Utvisning","08:48",NA,"Johan Wallin","Rönnskär Railcare IF","Period1","Lyftning av klubba",2,"Täfteå IK - Rönnskär Railcare IF","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"255",255,"Utvisning","02:14",NA,"Simon Grehn","Rönnskär Railcare IF","Period2","Låsning av klubba",2,"Täfteå IK - Rönnskär Railcare IF","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"256",256,"Utvisning","16:34",NA,"Anton Nystedt","Rönnskär Railcare IF","Period2","Felaktigt avstånd",2,"Täfteå IK - Rönnskär Railcare IF","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"257",257,"Utvisning","16:34",NA,"Anton Nystedt","Rönnskär Railcare IF","Period2","Protest mot domslut",2,"Täfteå IK - Rönnskär Railcare IF","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"258",258,"Utvisning","11:07",NA,"Andreas Grahn","Rönnskär Railcare IF","Period3","Hårt spel 2",2,"Täfteå IK - Rönnskär Railcare IF","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"259",259,"Utvisning","18:26",NA,"Markus Stenberg","Clemensnäs IF","Period1","Hårt spel 5",5,"Obbola IK - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"260",260,"Utvisning","12:21",NA,"Alexander Lundqvist","Clemensnäs IF","Period2","Hög klubba",2,"Obbola IK - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"261",261,"Utvisning","14:33",NA,"Mattias Paro","Obbola IK","Period2","Otillåten trängning",2,"Obbola IK - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"262",262,"Utvisning","07:00",NA,"William Wiklund","Clemensnäs IF","Period3","Fasthållning",2,"Obbola IK - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"263",263,"Utvisning","16:14",NA,"Pontus Johansson","Clemensnäs IF","Period3","Slag",2,"Obbola IK - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"264",264,"Utvisning","17:05",NA,"Noel Svensson-Wennström","Obbola IK","Period3","Låsning av klubba",2,"Obbola IK - Clemensnäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"265",265,"Utvisning","07:11",NA,"Isak Morén","IBF Skellefteå","Period2","Hög klubba",2,"IBF Skellefteå - Spöland Vännäs IF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"266",266,"Utvisning","13:36",NA,"Johan Ulfsparre","IBF Skellefteå","Period2","Otillåten trängning",2,"IBF Skellefteå - Spöland Vännäs IF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"267",267,"Utvisning","16:01",NA,"Robert Halvarsson","IBF Skellefteå","Period2","Otillåten trängning",2,"IBF Skellefteå - Spöland Vännäs IF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"268",268,"Utvisning","17:12",NA,"Rasmus Liljedahl","IBF Skellefteå","Period2","Liggande spel",2,"IBF Skellefteå - Spöland Vännäs IF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"269",269,"Utvisning","04:20",NA,"Rasmus Liljedahl","IBF Skellefteå","Period3","Låsning av klubba",2,"IBF Skellefteå - Spöland Vännäs IF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"270",270,"Utvisning","10:06",NA,"Elias Nilsson","Täfteå IK","Period1","För många spelare på plan",2,"Täfteå IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"271",271,"Utvisning","12:39",NA,"Markus Strömberg","Team Thorengruppen Ungdom SK","Period1","Fasthållning",2,"Täfteå IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"272",272,"Utvisning","03:53",NA,"Alexander Enholm","Täfteå IK","Period2","Fasthållning",2,"Täfteå IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"273",273,"Utvisning","12:50",NA,"Mattias Strandgren","Täfteå IK","Period2","Protest mot domslut",2,"Täfteå IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"274",274,"Utvisning","16:40",NA,"Alexander Enholm","Täfteå IK","Period2","Slag",2,"Täfteå IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"275",275,"Utvisning","15:40",NA,"Timothy Lindberg","Rönnskär Railcare IF","Period3","Otillåten trängning",2,"Rönnskär Railcare IF - IK SPIF Umeå","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"276",276,"Utvisning","08:08",NA,"Robin Rosander","Gimonäs Umeå IBF","Period1","Hårt spel 2",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Joni Güzel","Peter Poopuu","Joni Güzel, Peter Poopuu"
"277",277,"Utvisning","08:08",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period1","Hårt spel 2",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Joni Güzel","Peter Poopuu","Joni Güzel, Peter Poopuu"
"278",278,"Utvisning","03:06",NA,"Viktor Vestin","Gullänget-Kroksta IBS","Period2","För många spelare på plan",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Joni Güzel","Peter Poopuu","Joni Güzel, Peter Poopuu"
"279",279,"Utvisning","07:22",NA,"Pieter-Jan Maekelbergh","Gimonäs Umeå IBF","Period2","Slag",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Joni Güzel","Peter Poopuu","Joni Güzel, Peter Poopuu"
"280",280,"Utvisning","02:22",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Joni Güzel","Peter Poopuu","Joni Güzel, Peter Poopuu"
"281",281,"Utvisning","14:38",NA,"Peter Olsson","Gullänget-Kroksta IBS","Period3","Låsning av klubba",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Joni Güzel","Peter Poopuu","Joni Güzel, Peter Poopuu"
"282",282,"Utvisning","12:35",NA,"Jesper Engström","IK SPIF Umeå","Period2","Obstruktion",2,"IK SPIF Umeå - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"283",283,"Utvisning","17:37",NA,"Alvin Löfgren","IBS Dalen","Period2","Slag",2,"IK SPIF Umeå - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"284",284,"Utvisning","18:36",NA,"Axel Östman","IK SPIF Umeå","Period2","Otillåten trängning",2,"IK SPIF Umeå - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"285",285,"Utvisning","04:32",NA,"Erik Morin","IK SPIF Umeå","Period3","Hårt spel 2",2,"IK SPIF Umeå - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"286",286,"Utvisning","05:44",NA,"Daniel Marklund","IK SPIF Umeå","Period3","Fasthållning",2,"IK SPIF Umeå - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"287",287,"Utvisning","08:18",NA,"Albin Bredberg","IBS Dalen","Period3","Slag",2,"IK SPIF Umeå - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"288",288,"Utvisning","14:50",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period1","Otillåten trängning",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"289",289,"Utvisning","10:00",NA,"Daniel Johansson","Team Thorengruppen Ungdom SK","Period2","Slag",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"290",290,"Utvisning","11:33",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period2","Slag",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"291",291,"Utvisning","07:11",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Hårt spel 2",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"292",292,"Utvisning","07:11",NA,"Marcus Lindfors","Team Thorengruppen Ungdom SK","Period3","Hårt spel 2",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"293",293,"Utvisning","10:28",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"294",294,"Utvisning","14:59",NA,"Gustav Karlsson","Team Thorengruppen Ungdom SK","Period3","Osportsligt uppträdande",12,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"295",295,"Utvisning","15:57",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"296",296,"Utvisning","19:57",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"Örnsköldsvik IBF - Team Thorengruppen Ungdom SK","Simon Hedkvist","Johnnie Lundmark","Simon Hedkvist, Johnnie Lundmark"
"297",297,"Utvisning","11:40",NA,"Per Lundberg","Spöland Vännäs IF","Period1","Slag",2,"Spöland Vännäs IF - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"298",298,"Utvisning","18:48",NA,"Fredrik Zemrén","Spöland Vännäs IF","Period1","Obstruktion",2,"Spöland Vännäs IF - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"299",299,"Utvisning","04:22",NA,"Andreas Andersson","IBS Dalen","Period2","Slag",2,"Spöland Vännäs IF - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"300",300,"Utvisning","09:17",NA,"Simon Lundberg","IBS Dalen","Period2","Slag",2,"Spöland Vännäs IF - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"301",301,"Utvisning","15:58",NA,"Ludvig Essebro","Spöland Vännäs IF","Period3","Slag",2,"Spöland Vännäs IF - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"302",302,"Utvisning","11:53",NA,"Jesper Ranered","Gimonäs Umeå IBF","Period1","Otillåten trängning",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"303",303,"Utvisning","14:41",NA,"Pierre Bryntesson","Gimonäs Umeå IBF","Period1","Otillåten trängning",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"304",304,"Utvisning","10:11",NA,"Emil Grudin","Gimonäs Umeå IBF","Period2","Otillåten trängning",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"305",305,"Utvisning","17:11",NA,"Zakarias Liljemark","IK SPIF Umeå","Period2","Fasthållning",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"306",306,"Utvisning","02:11",NA,"Pieter-Jan Maekelbergh","Gimonäs Umeå IBF","Period3","Otillåten trängning",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"307",307,"Utvisning","12:58",NA,"Pierre Bryntesson","Gimonäs Umeå IBF","Period3","Slag",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"308",308,"Utvisning","12:58",NA,"Pierre Bryntesson","Gimonäs Umeå IBF","Period3","Osportsligt uppträdande",12,"Gimonäs Umeå IBF - IK SPIF Umeå","Jonas Ahlehjelm","Frida Nilsson","Jonas Ahlehjelm, Frida Nilsson"
"309",309,"Utvisning","16:00",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period1","Fasthållning",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"310",310,"Utvisning","01:36",NA,"Felix Boman","Gullänget-Kroksta IBS","Period2","Otillåten trängning",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"311",311,"Utvisning","05:21",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period3","Fasthållning",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"312",312,"Utvisning","05:21",NA,"Emil Genberg","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"313",313,"Utvisning","13:11",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Hårt spel 2",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"314",314,"Utvisning","19:56",NA,"Nestor Salvador","Örnsköldsvik IBF","Period3","Hårt spel 5",5,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"315",315,"Utvisning","14:28",NA,"Samuel Åslin","Spöland Vännäs IF","Period1","Slag",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"316",316,"Utvisning","06:35",NA,"Fredrik Zemrén","Spöland Vännäs IF","Period2","Slag",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"317",317,"Utvisning","07:47",NA,"Andreas Persson","Team Thorengruppen Ungdom SK","Period2","Hands",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"318",318,"Utvisning","15:42",NA,"Elias Stenvall","Team Thorengruppen Ungdom SK","Period2","Otillåten trängning",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"319",319,"Utvisning","19:03",NA,"Marcus Lindfors","Team Thorengruppen Ungdom SK","Period2","Slag",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"320",320,"Utvisning","02:14",NA,"Andreas Persson","Team Thorengruppen Ungdom SK","Period3","Otillåten trängning",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"321",321,"Utvisning","07:49",NA,"Jonatan Sahlsten","Spöland Vännäs IF","Period3","Hårt spel 2",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"322",322,"Utvisning","18:43",NA,"Marcus Lindfors","Team Thorengruppen Ungdom SK","Period3","För många spelare på plan",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"323",323,"Utvisning","18:52",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Otillåten trängning",2,"Örnsköldsvik IBF - IK SPIF Umeå","Simon Hedkvist","Andreas Nyman","Simon Hedkvist, Andreas Nyman"
"324",324,"Utvisning","10:22",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period3","Obstruktion",2,"Örnsköldsvik IBF - IK SPIF Umeå","Simon Hedkvist","Andreas Nyman","Simon Hedkvist, Andreas Nyman"
"325",325,"Utvisning","17:40",NA,"Fredrik Nilsson","IK SPIF Umeå","Period3","Hårt spel 2",2,"Örnsköldsvik IBF - IK SPIF Umeå","Simon Hedkvist","Andreas Nyman","Simon Hedkvist, Andreas Nyman"
"326",326,"Utvisning","19:59",NA,"Jesper Eriksson","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"Örnsköldsvik IBF - IK SPIF Umeå","Simon Hedkvist","Andreas Nyman","Simon Hedkvist, Andreas Nyman"
"327",327,"Utvisning","12:40",NA,"Emilio Westergren Meucci","Gimonäs Umeå IBF","Period1","Slag",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
