"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"328",328,"Utvisning","02:07",NA,"Simon Andersson","IBS Dalen","Period2","Otillåten trängning",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"329",329,"Utvisning","05:02",NA,"Alvin Löfgren","IBS Dalen","Period2","Liggande spel",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"330",330,"Utvisning","06:00",NA,"Simon Andersson","IBS Dalen","Period2","Hårt spel 2",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"331",331,"Utvisning","06:31",NA,"Jesper Ranered","Gimonäs Umeå IBF","Period2","Felaktigt avstånd",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"332",332,"Utvisning","14:38",NA,"Emil Sehlin","Gimonäs Umeå IBF","Period2","Otillåten trängning",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"333",333,"Utvisning","19:36",NA,"Filip Nordström","IBS Dalen","Period2","Slag",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"334",334,"Utvisning","00:57",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period3","Fasthållning",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"335",335,"Utvisning","07:51",NA,"Emil Flatholm","Gimonäs Umeå IBF","Period3","Otillåten trängning",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"336",336,"Utvisning","16:14",NA,"Samuel Melin","IBS Dalen","Period3","Slag",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"337",337,"Utvisning","18:55",NA,"Emilio Westergren Meucci","Gimonäs Umeå IBF","Period3","Slag",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"338",338,"Utvisning","19:59",NA,"Samuel Melin","IBS Dalen","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"339",339,"Utvisning","19:59",NA,"Samuel Melin","IBS Dalen","Period3","Osportsligt uppträdande",12,"Gimonäs Umeå IBF - IBS Dalen","David Lundberg","Mats Öster","David Lundberg, Mats Öster"
"340",340,"Utvisning","18:29",NA,"Lukas Bergström","IBS Dalen","Period1","Slag",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"341",341,"Utvisning","05:45",NA,"Ludvig Wikström","IBS Dalen","Period2","Slag",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"342",342,"Utvisning","08:29",NA,"Jacob Holmlund","IBS Dalen","Period3","Liggande spel",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"343",343,"Utvisning","16:00",NA,"Gustav Karlsson","Team Thorengruppen Ungdom SK","Period3","Felaktigt avstånd",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"344",344,"Utvisning","18:42",NA,"Andreas Persson","Team Thorengruppen Ungdom SK","Period3","Slag",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"345",345,"Utvisning","07:22",NA,"Pierre Bryntesson","Gimonäs Umeå IBF","Period1","Otillåten trängning",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"346",346,"Utvisning","19:19",NA,"Jesper Eriksson","Örnsköldsvik IBF","Period1","Obstruktion",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"347",347,"Utvisning","03:22",NA,"Jesper Ranered","Gimonäs Umeå IBF","Period2","Slag",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"348",348,"Utvisning","09:19",NA,"Niklas Lidgren","Gimonäs Umeå IBF","Period2","Fasthållning",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"349",349,"Utvisning","15:52",NA,"Samuel Westin","Örnsköldsvik IBF","Period2","Lyftning av klubba",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"350",350,"Utvisning","02:40",NA,"Jacob Railert","Gimonäs Umeå IBF","Period3","Fördröjande av spelet",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"351",351,"Utvisning","10:45",NA,"Emil Grudin","Gimonäs Umeå IBF","Period3","Liggande spel",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"352",352,"Utvisning","17:07",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"353",353,"Utvisning","19:33",NA,"Emilio Westergren Meucci","Gimonäs Umeå IBF","Period3","Otillåten trängning",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"354",354,"Utvisning","19:33",NA,"Emilio Westergren Meucci","Gimonäs Umeå IBF","Period3","Protest mot domslut",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"355",355,"Utvisning","19:33",NA,"Isac Kronsten","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Gimonäs Umeå IBF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"356",356,"Utvisning","11:50",NA,"Pontus Nordin Jonsson","Spöland Vännäs IF","Period1","Slag",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"357",357,"Utvisning","06:32",NA,"Elias Stenvall","Team Thorengruppen Ungdom SK","Period2","Protest mot domslut",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"358",358,"Utvisning","07:25",NA,"Filip Brändström-Nyström","Spöland Vännäs IF","Period3","Slag",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"359",359,"Utvisning","11:44",NA,"Anton Sigvardsson","Spöland Vännäs IF","Period3","Låsning av klubba",2,"Spöland Vännäs IF - Team Thorengruppen Ungdom SK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"360",360,"Utvisning","04:04",NA,"Elias Lindgren","Gullänget-Kroksta IBS","Period2","Obstruktion",2,"Gullänget-Kroksta IBS - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"361",361,"Utvisning","18:16",NA,"Robin Sjöberg","Gullänget-Kroksta IBS","Period2","Otillåten trängning",2,"Gullänget-Kroksta IBS - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"362",362,"Utvisning","18:16",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"363",363,"Utvisning","18:16",NA,"Anton Sigvardsson","Spöland Vännäs IF","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"364",364,"Utvisning","19:51",NA,"Ludvig Essebro","Spöland Vännäs IF","Period2","Fördröjande av spelet",2,"Gullänget-Kroksta IBS - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"365",365,"Utvisning","07:13",NA,"Viktor Vestin","Gullänget-Kroksta IBS","Period3","Felaktigt byte",2,"Gullänget-Kroksta IBS - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"366",366,"Utvisning","03:10",NA,"David Morén","IBF Skellefteå","Period1","Slag",2,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"367",367,"Utvisning","13:35",NA,"Mattias Strandgren","Täfteå IK","Period1","Hands",2,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"368",368,"Utvisning","04:21",NA,"Martin Edeljung","IBF Skellefteå","Period2","Fördröjande av spelet",2,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"369",369,"Utvisning","16:57",NA,"Alexander Enholm","Täfteå IK","Period2","Slag",2,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"370",370,"Utvisning","19:23",NA,"David Morén","IBF Skellefteå","Period2","Hög klubba",2,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"371",371,"Utvisning","08:30",NA,"Johan Lundstedt","IBF Skellefteå","Period3","Slag",2,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"372",372,"Utvisning","18:29",NA,"Isak Gustafsson","Täfteå IK","Period3","Farligt spel",5,"IBF Skellefteå - Täfteå IK","Tony Cederholm","Manuel Garzon","Tony Cederholm, Manuel Garzon"
"373",373,"Utvisning","09:27",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period1","Otillåten trängning",2,"IBS Dalen - Gimonäs Umeå IBF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"374",374,"Utvisning","02:40",NA,"Anton Marklund","Gimonäs Umeå IBF","Period2","Hårt spel 2",2,"IBS Dalen - Gimonäs Umeå IBF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"375",375,"Utvisning","13:09",NA,"Anton Marklund","Gimonäs Umeå IBF","Period2","Låsning av klubba",2,"IBS Dalen - Gimonäs Umeå IBF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"376",376,"Utvisning","14:21",NA,"Simon Lundberg","IBS Dalen","Period2","Slag",2,"IBS Dalen - Gimonäs Umeå IBF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"377",377,"Utvisning","15:27",NA,"Filip Oskarsson","Gimonäs Umeå IBF","Period2","Otillåten trängning",2,"IBS Dalen - Gimonäs Umeå IBF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"378",378,"Utvisning","06:13",NA,"Markus Haglund","Gimonäs Umeå IBF","Period3","Otillåten trängning",2,"IBS Dalen - Gimonäs Umeå IBF","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"379",379,"Utvisning","15:53",NA,"Tobias Ernlund","IK SPIF Umeå","Period2","Obstruktion",2,"IK SPIF Umeå - Spöland Vännäs IF","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"380",380,"Utvisning","04:06",NA,"Fredrik Zemrén","Spöland Vännäs IF","Period3","Nick",2,"IK SPIF Umeå - Spöland Vännäs IF","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"381",381,"Utvisning","15:04",NA,"Alexander Lundqvist","Clemensnäs IF","Period1","Obstruktion",2,"Clemensnäs IF - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"382",382,"Utvisning","00:49",NA,"Markus Stenberg","Clemensnäs IF","Period2","Slag",2,"Clemensnäs IF - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"383",383,"Utvisning","05:21",NA,"Markus Stenberg","Clemensnäs IF","Period2","Felaktigt avstånd",2,"Clemensnäs IF - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"384",384,"Utvisning","11:12",NA,"Anton Kristiansen","Clemensnäs IF","Period3","Slag",2,"Clemensnäs IF - IBK Umeå Norr","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"385",385,"Utvisning","04:23",NA,"Albin Sjödin","Örnsköldsvik IBF","Period1","Slag",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"386",386,"Utvisning","09:35",NA,"Erik Enström","IK SPIF Umeå","Period2","Otillåten trängning",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"387",387,"Utvisning","16:06",NA,"Jesper Engström","IK SPIF Umeå","Period2","Liggande spel",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"388",388,"Utvisning","17:25",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Låsning av klubba",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"389",389,"Utvisning","19:53",NA,"Zebastian Lundberg","Örnsköldsvik IBF","Period2","Slag",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"390",390,"Utvisning","07:59",NA,"Erik Enström","IK SPIF Umeå","Period3","Otillåten trängning",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"391",391,"Utvisning","10:12",NA,"Fredrik Månsson","Örnsköldsvik IBF","Period3","Fasthållning",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"392",392,"Utvisning","19:27",NA,"Erik Enström","IK SPIF Umeå","Period3","Felaktigt byte",2,"IK SPIF Umeå - Örnsköldsvik IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"393",393,"Utvisning","10:02",NA,"Daniel Johansson","Team Thorengruppen Ungdom SK","Period1","Låsning av klubba",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"394",394,"Utvisning","12:00",NA,"Anton Lundholm","Gullänget-Kroksta IBS","Period1","Slag",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"395",395,"Utvisning","14:48",NA,"Viktor Vestin","Gullänget-Kroksta IBS","Period1","Liggande spel",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"396",396,"Utvisning","07:12",NA,"Marcus Lindfors","Team Thorengruppen Ungdom SK","Period2","Slag",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"397",397,"Utvisning","10:37",NA,"Elias Stenvall","Team Thorengruppen Ungdom SK","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"398",398,"Utvisning","10:37",NA,"Niklas Eriksson","Gullänget-Kroksta IBS","Period2","Fasthållning",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"399",399,"Utvisning","15:51",NA,"Arvid Hamberg","Gullänget-Kroksta IBS","Period2","Slag",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"400",400,"Utvisning","00:42",NA,"Andreas Persson","Team Thorengruppen Ungdom SK","Period3","Hög klubba",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"401",401,"Utvisning","02:48",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period3","Hårt spel 2",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"402",402,"Utvisning","13:20",NA,"Noel Annelin-Norberg","Obbola IK","Period1","Otillåten trängning",2,"Obbola IK - Täfteå IK","Jonas Ahlehjelm","David Lundberg","Jonas Ahlehjelm, David Lundberg"
"403",403,"Utvisning","14:25",NA,"Felix Pihlajamaa-Jonsson","Täfteå IK","Period1","Fördröjande av spelet",2,"Obbola IK - Täfteå IK","Jonas Ahlehjelm","David Lundberg","Jonas Ahlehjelm, David Lundberg"
"404",404,"Utvisning","04:51",NA,"Albin Berglund","Täfteå IK","Period2","Felaktigt byte",2,"Obbola IK - Täfteå IK","Jonas Ahlehjelm","David Lundberg","Jonas Ahlehjelm, David Lundberg"
"405",405,"Utvisning","14:29",NA,"Alexander Enholm","Täfteå IK","Period2","Hårt spel 2",2,"Obbola IK - Täfteå IK","Jonas Ahlehjelm","David Lundberg","Jonas Ahlehjelm, David Lundberg"
"406",406,"Utvisning","02:02",NA,"Joakim Berglund","Obbola IK","Period3","Hårt spel 2",2,"Obbola IK - Täfteå IK","Jonas Ahlehjelm","David Lundberg","Jonas Ahlehjelm, David Lundberg"
"407",407,"Utvisning","09:48",NA,"Markus Strömberg","Team Thorengruppen Ungdom SK","Period2","Obstruktion",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"408",408,"Utvisning","19:01",NA,"Markus Strömberg","Team Thorengruppen Ungdom SK","Period2","Fasthållning",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"409",409,"Utvisning","14:45",NA,"Elliot Strömmer","IBS Dalen","Period3","Slag",2,"Team Thorengruppen Ungdom SK - IBS Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"410",410,"Utvisning","06:17",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Hårt spel 2",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"411",411,"Utvisning","08:18",NA,"Jesper Eriksson","Örnsköldsvik IBF","Period2","Hårt spel 2",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"412",412,"Utvisning","11:52",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period2","Slag",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"413",413,"Utvisning","19:15",NA,"Filip Nordström","IBS Dalen","Period2","Otillåten trängning",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"414",414,"Utvisning","19:35",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period2","Hårt spel 2",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"415",415,"Utvisning","00:26",NA,"Martin Dahlberg","Örnsköldsvik IBF","Period3","Hårt spel 2",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"416",416,"Utvisning","06:41",NA,"Emanuel Karlsson","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"417",417,"Utvisning","11:56",NA,"Lukas Bergström","IBS Dalen","Period3","Obstruktion",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"418",418,"Utvisning","18:13",NA,"Martin Dahlberg","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"419",419,"Utvisning","19:50",NA,"William Schill","Örnsköldsvik IBF","Period3","Obstruktion",2,"Örnsköldsvik IBF - IBS Dalen","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"420",420,"Utvisning","12:10",NA,"William Bolling","Rönnskär Railcare IF","Period1","Otillåten trängning",2,"Rönnskär Railcare IF - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"421",421,"Utvisning","03:05",NA,"Magnus Johansson","IBK Umeå Norr","Period2","Fasthållning",2,"Rönnskär Railcare IF - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"422",422,"Utvisning","16:40",NA,"Pontus Quick","IBK Umeå Norr","Period2","Slag",2,"Rönnskär Railcare IF - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"423",423,"Utvisning","19:51",NA,"Simon Grehn","Rönnskär Railcare IF","Period2","Hårt spel 2",2,"Rönnskär Railcare IF - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"424",424,"Utvisning","04:35",NA,"Andre Nyberg","IBK Umeå Norr","Period3","Slag",2,"Rönnskär Railcare IF - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"425",425,"Utvisning","12:21",NA,"Mattias Nyberg","IBK Umeå Norr","Period3","Ej angiven förseelse",2,"Rönnskär Railcare IF - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"426",426,"Utvisning","10:07",NA,"Erik Carlsson","Örnsköldsvik IBF","Period2","Hårt spel 5",5,"Örnsköldsvik IBF - Gimonäs Umeå IBF","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"427",427,"Utvisning","13:18",NA,"Emil Grudin","Gimonäs Umeå IBF","Period2","Felaktigt avstånd",2,"Örnsköldsvik IBF - Gimonäs Umeå IBF","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"428",428,"Utvisning","10:57",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Hårt spel 2",2,"Örnsköldsvik IBF - Gimonäs Umeå IBF","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"429",429,"Utvisning","12:28",NA,"Robin Kallin","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - Gimonäs Umeå IBF","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"430",430,"Utvisning","15:50",NA,"Emil Grudin","Gimonäs Umeå IBF","Period3","Fasthållning",2,"Örnsköldsvik IBF - Gimonäs Umeå IBF","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"431",431,"Utvisning","17:53",NA,"Tim Jangenmalm","Gimonäs Umeå IBF","Period3","Obstruktion",2,"Örnsköldsvik IBF - Gimonäs Umeå IBF","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"432",432,"Utvisning","09:21",NA,"Gustav Fihlman","Gimonäs Umeå IBF","Period1","Otillåten trängning",2,"Gimonäs Umeå IBF - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"433",433,"Utvisning","04:53",NA,"Johan Frohm","Spöland Vännäs IF","Period3","Slag",2,"Gimonäs Umeå IBF - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"434",434,"Utvisning","16:56",NA,"Ludvig Essebro","Spöland Vännäs IF","Period3","Låsning av klubba",2,"Gimonäs Umeå IBF - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"435",435,"Utvisning","19:23",NA,"Robin Hasselryd","Gimonäs Umeå IBF","Period3","Obstruktion",2,"Gimonäs Umeå IBF - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"436",436,"Utvisning","02:01",NA,"Niklas Larsson","Täfteå IK","Period1","Slag",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"437",437,"Utvisning","06:44",NA,"Simon Hedström","Clemensnäs IF","Period2","Osportsligt uppträdande",12,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"438",438,"Utvisning","13:04",NA,"Jesper Jonsson","Täfteå IK","Period2","Otillåten trängning",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"439",439,"Utvisning","04:14",NA,"Peter Ståhl","Clemensnäs IF","Period3","Slag",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"440",440,"Utvisning","15:42",NA,"William Wiklund","Clemensnäs IF","Period3","Slag",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"441",441,"Utvisning","17:55",NA,"Pontus Johansson","Clemensnäs IF","Period3","Slag",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"442",442,"Utvisning","19:45",NA,"Linus Berglund","Täfteå IK","Period3","Slag",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"443",443,"Utvisning","19:45",NA,"Markus Stenberg","Clemensnäs IF","Period3","Slag",2,"Täfteå IK - Clemensnäs IF","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"444",444,"Utvisning","17:03",NA,"Samuel Åslin","Spöland Vännäs IF","Period1","Slag",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"445",445,"Utvisning","14:07",NA,"Viktor Vestin","Gullänget-Kroksta IBS","Period2","Otillåten trängning",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"446",446,"Utvisning","16:12",NA,"Tony Strindlund","Gullänget-Kroksta IBS","Period2","Hårt spel 2",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
