"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"243",243,"Utvisning","12:51",NA,"","IBF Dalen","Period2","Felaktigt beträdande av spelplan",2,"IBF Dalen - Skellefteå IBK","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"244",244,"Utvisning","17:10",NA,"Kristofer Rönnlund","IBF Dalen","Period2","Hårt spel 5",5,"IBF Dalen - Skellefteå IBK","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"245",245,"Utvisning","03:42",NA,"Julian Amya","Skellefteå IBK","Period3","Slag",2,"IBF Dalen - Skellefteå IBK","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"246",246,"Utvisning","02:24",NA,"Gustav Haarstad Nyberg","Örnsköldsvik IBF /IBK","Period2","Felaktigt avstånd",2,"Örnsköldsvik IBF /IBK - Gimonäs Umeå IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"247",247,"Utvisning","06:51",NA,"Viktor Sjödin","Örnsköldsvik IBF /IBK","Period2","Liggande spel",2,"Örnsköldsvik IBF /IBK - Gimonäs Umeå IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"248",248,"Utvisning","15:47",NA,"Albin Sjödin","Örnsköldsvik IBF /IBK","Period2","Otillåten trängning",2,"Örnsköldsvik IBF /IBK - Gimonäs Umeå IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"249",249,"Utvisning","06:26",NA,"Morgan Lundgren","Gimonäs Umeå IF","Period3","Slag",2,"Örnsköldsvik IBF /IBK - Gimonäs Umeå IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"250",250,"Utvisning","07:02",NA,"Jacob Railert","Gimonäs Umeå IF","Period3","Slag",2,"Örnsköldsvik IBF /IBK - Gimonäs Umeå IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"251",251,"Utvisning","19:12",NA,"Tim Åsgran","Gimonäs Umeå IF","Period3","Slag",2,"Örnsköldsvik IBF /IBK - Gimonäs Umeå IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"252",252,"Utvisning","05:56",NA,"Pontus Lindström","Gamla Stan IBK","Period1","Slag",2,"Gamla Stan IBK - Umeå City IBF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"253",253,"Utvisning","07:23",NA,"Arvid Lindh","Umeå City IBF","Period2","Liggande spel",2,"Gamla Stan IBK - Umeå City IBF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"254",254,"Utvisning","12:31",NA,"Liam Österlund","Umeå City IBF","Period2","Slag",2,"Gamla Stan IBK - Umeå City IBF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"255",255,"Utvisning","06:44",NA,"Gustav Lidén","Gamla Stan IBK","Period3","Slag",2,"Gamla Stan IBK - Umeå City IBF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"256",256,"Utvisning","13:17",NA,"Linus Karlsson","Umeå City IBF","Period3","Slag",2,"Gamla Stan IBK - Umeå City IBF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"257",257,"Utvisning","18:55",NA,"Fredrik Edholm","IBF Dalen","Period2","Lyftning av klubba",2,"IBF Dalen - Gamla Stan IBK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"258",258,"Utvisning","04:03",NA,"Rasmus Norén","Gamla Stan IBK","Period3","Felaktigt avstånd",2,"IBF Dalen - Gamla Stan IBK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"259",259,"Utvisning","06:00",NA,"Pontus Lövf Lindqvist","Gamla Stan IBK","Period3","Låsning av klubba",2,"IBF Dalen - Gamla Stan IBK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"260",260,"Utvisning","15:28",NA,"Kristofer Rönnlund","IBF Dalen","Period3","Slag",2,"IBF Dalen - Gamla Stan IBK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"261",261,"Utvisning","17:41",NA,"Alvin Gustavsson","Gamla Stan IBK","Period3","Fördröjande av spelet",2,"IBF Dalen - Gamla Stan IBK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"262",262,"Utvisning","06:54",NA,"Jim Berglund","Gamla Stan IBK","Period2","Obstruktion",2,"Gamla Stan IBK - Hörnefors IF","Björn Glad","Rasmus Säfvenberg","Björn Glad, Rasmus Säfvenberg"
"263",263,"Utvisning","16:04",NA,"Oliwer Eklund","Hörnefors IF","Period2","Otillåten trängning",2,"Gamla Stan IBK - Hörnefors IF","Björn Glad","Rasmus Säfvenberg","Björn Glad, Rasmus Säfvenberg"
"264",264,"Utvisning","16:17",NA,"Rasmus Marklund","Gamla Stan IBK","Period2","Lyftning av klubba",2,"Gamla Stan IBK - Hörnefors IF","Björn Glad","Rasmus Säfvenberg","Björn Glad, Rasmus Säfvenberg"
"265",265,"Utvisning","10:57",NA,"Edvin Widding","Gimonäs Umeå IF","Period2","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"266",266,"Utvisning","07:51",NA,"Emil Wiklund","Skellefteå IBS","Period1","Slag",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"267",267,"Utvisning","18:17",NA,"Anton Sundström","Skellefteå IBS","Period3","Slag",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"268",268,"Utvisning","02:31",NA,"Sebastian Franzén","Umeå City IBF","Period1","Slag",2,"Gimonäs Umeå IF - Umeå City IBF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"269",269,"Utvisning","06:53",NA,"Hugo Olsson","Gimonäs Umeå IF","Period2","Slag",2,"Gimonäs Umeå IF - Umeå City IBF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"270",270,"Utvisning","08:35",NA,"Joel Näslund","Umeå City IBF","Period2","Lyftning av klubba",2,"Gimonäs Umeå IF - Umeå City IBF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"271",271,"Utvisning","18:14",NA,"Lucas Blomberg","Umeå City IBF","Period2","Slag",2,"Gimonäs Umeå IF - Umeå City IBF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"272",272,"Utvisning","04:24",NA,"Samuel Nygren","Gimonäs Umeå IF","Period3","Slag",2,"Gimonäs Umeå IF - Umeå City IBF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"273",273,"Utvisning","14:07",NA,"Adam Jeglertz","Umeå City IBF","Period3","Hårt spel 2",2,"Gimonäs Umeå IF - Umeå City IBF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"274",274,"Utvisning","05:23",NA,"Johan Nygren","Gimonäs Umeå IF","Period2","Otillåten trängning",2,"Gimonäs Umeå IF - Ersboda SK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"275",275,"Utvisning","07:09",NA,"Vincent Rosén","Gimonäs Umeå IF","Period2","Nick",2,"Gimonäs Umeå IF - Ersboda SK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"276",276,"Utvisning","09:57",NA,"Johan Nygren","Gimonäs Umeå IF","Period2","Otillåten trängning",2,"Gimonäs Umeå IF - Ersboda SK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"277",277,"Utvisning","15:45",NA,"André Öquist","Ersboda SK","Period2","Otillåten trängning",2,"Gimonäs Umeå IF - Ersboda SK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"278",278,"Utvisning","05:23",NA,"Albin Wisselgren","Ersboda SK","Period3","Slag",2,"Gimonäs Umeå IF - Ersboda SK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"279",279,"Utvisning","03:40",NA,"Viktor Carlsson","Skellefteå IBS","Period2","Slag",2,"Gamla Stan IBK - Skellefteå IBS","David Jonsson","Johan Rönnberg","David Jonsson, Johan Rönnberg"
"280",280,"Utvisning","14:09",NA,"Alex Lindqvist","Skellefteå IBS","Period3","Hårt spel 2",2,"Gamla Stan IBK - Skellefteå IBS","David Jonsson","Johan Rönnberg","David Jonsson, Johan Rönnberg"
"281",281,"Utvisning","18:39",NA,"Viktor Carlsson","Skellefteå IBS","Period3","Hårt spel 2",2,"Gamla Stan IBK - Skellefteå IBS","David Jonsson","Johan Rönnberg","David Jonsson, Johan Rönnberg"
"282",282,"Utvisning","08:12",NA,"Herman Gustavsson","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - Gamla Stan IBK","Andreas Eriksson","David Karlsson","Andreas Eriksson, David Karlsson"
"283",283,"Utvisning","18:27",NA,"Gustav Lidén","Gamla Stan IBK","Period2","Slag",2,"Umeå City IBF - Gamla Stan IBK","Andreas Eriksson","David Karlsson","Andreas Eriksson, David Karlsson"
"284",284,"Utvisning","05:31",NA,"Gustav Lidén","Gamla Stan IBK","Period3","Hårt spel 2",2,"Umeå City IBF - Gamla Stan IBK","Andreas Eriksson","David Karlsson","Andreas Eriksson, David Karlsson"
"285",285,"Utvisning","11:23",NA,"Karl Andersson","Gamla Stan IBK","Period3","Otillåten trängning",2,"Umeå City IBF - Gamla Stan IBK","Andreas Eriksson","David Karlsson","Andreas Eriksson, David Karlsson"
"286",286,"Utvisning","16:53",NA,"Emrik Öberg","Gamla Stan IBK","Period3","Hårt spel 2",2,"Umeå City IBF - Gamla Stan IBK","Andreas Eriksson","David Karlsson","Andreas Eriksson, David Karlsson"
"287",287,"Utvisning","11:30",NA,"Oskar Johansson","IBF Dalen","Period1","Felaktigt avstånd",2,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"288",288,"Utvisning","03:51",NA,"Philip Holmström","IBF Dalen","Period3","Slag",2,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"289",289,"Utvisning","07:51",NA,"Rasmus Sivertsson","IBF Dalen","Period3","Otillåten trängning",2,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"290",290,"Utvisning","14:15",NA,"Arvid Oscarsson","Hörnefors IF","Period3","Slag",2,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"291",291,"Utvisning","14:15",NA,"Oskar Johansson","IBF Dalen","Period3","Protest mot domslut",2,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"292",292,"Utvisning","19:13",NA,"Oskar Johansson","IBF Dalen","Period3","Osportsligt uppträdande",12,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"293",293,"Utvisning","19:32",NA,"Isac Fjälkebrandt","Hörnefors IF","Period3","Slag",2,"IBF Dalen - Hörnefors IF","Klas Höglund","Alvina Mukkala","Klas Höglund, Alvina Mukkala"
"294",294,"Utvisning","12:15",NA,"Linus Karlsson","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - Skellefteå IBK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"295",295,"Utvisning","06:46",NA,"Filip Lundberg","Skellefteå IBK","Period3","Hårt spel 2",2,"Umeå City IBF - Skellefteå IBK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"296",296,"Utvisning","11:55",NA,"Emil Wiklund","Skellefteå IBS","Period1","Hög klubba",2,"Skellefteå IBS - Hörnefors IF","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"297",297,"Utvisning","15:08",NA,"Oscar Wahlberg","Skellefteå IBS","Period1","Fördröjande av spelet",2,"Skellefteå IBS - Hörnefors IF","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"298",298,"Utvisning","13:48",NA,"Emil Sundström","Skellefteå IBS","Period2","Slag",2,"Skellefteå IBS - Hörnefors IF","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"299",299,"Utvisning","17:46",NA,"Arvid Oscarsson","Hörnefors IF","Period3","Hårt spel 2",2,"Skellefteå IBS - Hörnefors IF","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"300",300,"Utvisning","17:46",NA,"Anton Sundström","Skellefteå IBS","Period3","Hårt spel 2",2,"Skellefteå IBS - Hörnefors IF","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"301",301,"Utvisning","15:20",NA,"Leon Gonzalez","Umeå City IBF","Period1","Slag",2,"Umeå City IBF - Ersboda SK","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"302",302,"Utvisning","02:14",NA,"Johannes Granath","Ersboda SK","Period3","Hårt spel 2",2,"Umeå City IBF - Ersboda SK","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"303",303,"Utvisning","03:01",NA,"Samuel Renström","Umeå City IBF","Period3","Lyftning av klubba",2,"Umeå City IBF - Ersboda SK","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"304",304,"Utvisning","09:32",NA,"Johan Nygren","Gimonäs Umeå IF","Period1","Otillåten trängning",2,"Gimonäs Umeå IF - IBF Dalen","Björn Glad","Daniel Johannesson","Björn Glad, Daniel Johannesson"
"305",305,"Utvisning","04:38",NA,"Jonas Israelsson","Gimonäs Umeå IF","Period3","Våldsamt slag",5,"Gimonäs Umeå IF - IBF Dalen","Björn Glad","Daniel Johannesson","Björn Glad, Daniel Johannesson"
"306",306,"Utvisning","02:10",NA,"Morgan Lundgren","Gimonäs Umeå IF","Period2","För många spelare på plan",2,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"307",307,"Utvisning","08:36",NA,"William Grönlund","Gimonäs Umeå IF","Period2","Slag",2,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"308",308,"Utvisning","09:31",NA,"Johan Nygren","Gimonäs Umeå IF","Period2","Hög klubba",2,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"309",309,"Utvisning","04:53",NA,"Adam Lundgren","IBF Dalen","Period3","Obstruktion",2,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"310",310,"Utvisning","07:55",NA,"Adam Kryg","IBF Dalen","Period3","Hög klubba",2,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"311",311,"Utvisning","08:11",NA,"Johan Nygren","Gimonäs Umeå IF","Period3","Lyftning av klubba",2,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"312",312,"Utvisning","11:50",NA,"Adam Lundgren","IBF Dalen","Period3","Hårt spel 5",5,"IBF Dalen - Gimonäs Umeå IF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"313",313,"Utvisning","13:26",NA,"Seth Sjöström","Spöland Vännäs IF","Period3","Slag",2,"Spöland Vännäs IF - Vindelns IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"314",314,"Utvisning","14:42",NA,"Tobias Holmström","Vindelns IF","Period3","Obstruktion",2,"Spöland Vännäs IF - Vindelns IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"315",315,"Utvisning","02:54",NA,"Oskar Swärd","Umeå City IBF","Period2","Otillåten trängning",2,"Umeå City IBF - Skellefteå IBS","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"316",316,"Utvisning","06:13",NA,"Viktor Carlsson","Skellefteå IBS","Period2","Obstruktion",2,"Umeå City IBF - Skellefteå IBS","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"317",317,"Utvisning","00:51",NA,"Benjamin Bronemo ","Umeå City IBF","Period3","Otillåten trängning",2,"Umeå City IBF - Skellefteå IBS","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"318",318,"Utvisning","17:08",NA,"Erik Nordin","Vindelns IF","Period1","Slag",2,"Vindelns IF - Umeå City IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"319",319,"Utvisning","00:39",NA,"Benjamin Bronemo ","Umeå City IBF","Period2","Otillåten trängning",2,"Vindelns IF - Umeå City IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"320",320,"Utvisning","07:35",NA,"Filip Sigvardsson","Vindelns IF","Period2","Slag",2,"Vindelns IF - Umeå City IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"321",321,"Utvisning","13:39",NA,"William Nordström","Umeå City IBF","Period2","Otillåten trängning",2,"Vindelns IF - Umeå City IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"322",322,"Utvisning","18:28",NA,"Jonny Granström","Vindelns IF","Period3","Otillåten trängning",2,"Vindelns IF - Umeå City IBF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"323",323,"Utvisning","12:25",NA,"Gustav Haldebo","Gamla Stan IBK","Period2","Slag",2,"Örnsköldsvik IBF /IBK - Gamla Stan IBK","Henrik Johansson","Anders Öbergh","Henrik Johansson, Anders Öbergh"
"324",324,"Utvisning","03:15",NA,"Nestor Salvador","Örnsköldsvik IBF /IBK","Period3","Slag",2,"Örnsköldsvik IBF /IBK - Gamla Stan IBK","Henrik Johansson","Anders Öbergh","Henrik Johansson, Anders Öbergh"
"325",325,"Utvisning","10:00",NA,"Samuel Persson","Örnsköldsvik IBF /IBK","Period1","Hårt spel 2",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Henrik Johansson","Peder Lövdahl","Henrik Johansson, Peder Lövdahl"
"326",326,"Utvisning","19:44",NA,"Fredrik Månsson","Örnsköldsvik IBF /IBK","Period1","Otillåten trängning",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Henrik Johansson","Peder Lövdahl","Henrik Johansson, Peder Lövdahl"
"327",327,"Utvisning","11:41",NA,"Henning Marklund","IBF Dalen","Period2","Låsning av klubba",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Henrik Johansson","Peder Lövdahl","Henrik Johansson, Peder Lövdahl"
"328",328,"Utvisning","17:13",NA,"Isac Kronsten","Örnsköldsvik IBF /IBK","Period2","Slag",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Henrik Johansson","Peder Lövdahl","Henrik Johansson, Peder Lövdahl"
"329",329,"Utvisning","13:35",NA,"Tobias Westin","Umeå City IBF","Period1","Otillåten trängning",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"330",330,"Utvisning","05:08",NA,"Edvin Widding","Gimonäs Umeå IF","Period2","För många spelare på plan",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"331",331,"Utvisning","11:16",NA,"Winukka Winjayatunga","Gimonäs Umeå IF","Period2","Otillåten trängning",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"332",332,"Utvisning","18:08",NA,"Elias Forsgren","Umeå City IBF","Period2","Otillåten trängning",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"333",333,"Utvisning","06:42",NA,"Viktor Forsell","Gimonäs Umeå IF","Period3","Slag",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"334",334,"Utvisning","09:47",NA,"Adam Brundin","Umeå City IBF","Period3","Slag",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"335",335,"Utvisning","14:00",NA,"Johan Nygren","Gimonäs Umeå IF","Period3","Slag",2,"Umeå City IBF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"336",336,"Utvisning","06:39",NA,"William Nordström","Umeå City IBF","Period1","Slag",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Peder Lövdahl","Stefan Nyberg","Peder Lövdahl, Stefan Nyberg"
"337",337,"Utvisning","17:36",NA,"Emanuel Karlsson","Örnsköldsvik IBF /IBK","Period1","Hårt spel 2",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Peder Lövdahl","Stefan Nyberg","Peder Lövdahl, Stefan Nyberg"
"338",338,"Utvisning","00:41",NA,"Emanuel Karlsson","Örnsköldsvik IBF /IBK","Period2","Otillåten trängning",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Peder Lövdahl","Stefan Nyberg","Peder Lövdahl, Stefan Nyberg"
"339",339,"Utvisning","07:48",NA,"Oscar Sundvall","Umeå City IBF","Period3","Slag",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Peder Lövdahl","Stefan Nyberg","Peder Lövdahl, Stefan Nyberg"
"340",340,"Utvisning","07:48",NA,"Simon Fessé","Umeå City IBF","Period3","Protest mot domslut",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Peder Lövdahl","Stefan Nyberg","Peder Lövdahl, Stefan Nyberg"
"341",341,"Utvisning","19:16",NA,"Willy Sedin","Örnsköldsvik IBF /IBK","Period3","Otillåten trängning",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Peder Lövdahl","Stefan Nyberg","Peder Lövdahl, Stefan Nyberg"
"342",342,"Utvisning","19:34",NA,"Rasmus Palm","Gamla Stan IBK","Period1","Felaktigt avstånd",2,"Gamla Stan IBK - Ersboda SK","David Morén","Andreas Åström","David Morén, Andreas Åström"
"343",343,"Utvisning","02:40",NA,"Karl Andersson","Gamla Stan IBK","Period2","Slag",2,"Gamla Stan IBK - Ersboda SK","David Morén","Andreas Åström","David Morén, Andreas Åström"
"344",344,"Utvisning","01:17",NA,"Tim Sjöström","Gamla Stan IBK","Period3","Slag",2,"Gamla Stan IBK - Ersboda SK","David Morén","Andreas Åström","David Morén, Andreas Åström"
"345",345,"Utvisning","11:42",NA,"Karl Andersson","Gamla Stan IBK","Period3","Fördröjande av spelet",2,"Gamla Stan IBK - Ersboda SK","David Morén","Andreas Åström","David Morén, Andreas Åström"
"346",346,"Utvisning","11:42",NA,"Abdul Rubeya","Ersboda SK","Period3","Hårt spel 2",2,"Gamla Stan IBK - Ersboda SK","David Morén","Andreas Åström","David Morén, Andreas Åström"
"347",347,"Utvisning","01:49",NA,"Erik Nordin","Vindelns IF","Period2","Obstruktion",2,"Vindelns IF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"348",348,"Utvisning","04:05",NA,"Oskar Johansson","IBF Dalen","Period2","Fördröjande av spelet",2,"Vindelns IF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"349",349,"Utvisning","17:16",NA,"Fredrik Edholm","IBF Dalen","Period2","Hårt spel 2",2,"Vindelns IF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"350",350,"Utvisning","01:56",NA,"Jacob Jonsson","Vindelns IF","Period3","Slag",2,"Vindelns IF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"351",351,"Utvisning","09:44",NA,"Fredrik Edholm","IBF Dalen","Period3","Hårt spel 2",2,"Vindelns IF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"352",352,"Utvisning","19:44",NA,"Tim Sjöström","Gamla Stan IBK","Period1","Hårt spel 2",2,"Gamla Stan IBK - IBF Dalen","Klas Höglund","Christoffer Lind","Klas Höglund, Christoffer Lind"
"353",353,"Utvisning","16:57",NA,"Anton Carli","Gamla Stan IBK","Period2","Otillåten trängning",2,"Gamla Stan IBK - IBF Dalen","Klas Höglund","Christoffer Lind","Klas Höglund, Christoffer Lind"
"354",354,"Utvisning","17:29",NA,"Adam Lundgren","IBF Dalen","Period2","Hårt spel 2",2,"Gamla Stan IBK - IBF Dalen","Klas Höglund","Christoffer Lind","Klas Höglund, Christoffer Lind"
"355",355,"Utvisning","16:42",NA,"Elias Bäckström","IBF Dalen","Period3","Hårt spel 2",2,"Gamla Stan IBK - IBF Dalen","Klas Höglund","Christoffer Lind","Klas Höglund, Christoffer Lind"
"356",356,"Utvisning","04:41",NA,"Oscar Sundvall","Umeå City IBF","Period1","Otillåten trängning",2,"Umeå City IBF - IBF Dalen","Björn Glad","Ulf Stödberg","Björn Glad, Ulf Stödberg"
"357",357,"Utvisning","17:18",NA,"Thor Rönnqvist","Umeå City IBF","Period2","Obstruktion",2,"Umeå City IBF - IBF Dalen","Björn Glad","Ulf Stödberg","Björn Glad, Ulf Stödberg"
"358",358,"Utvisning","17:41",NA,"Elliot Strömmer","IBF Dalen","Period2","Otillåten trängning",2,"Umeå City IBF - IBF Dalen","Björn Glad","Ulf Stödberg","Björn Glad, Ulf Stödberg"
"359",359,"Utvisning","04:04",NA,"","IBF Dalen","Period1","Otillåten trängning",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"360",360,"Utvisning","06:56",NA,"Viktor Forsell","Gimonäs Umeå IF","Period2","För många spelare på plan",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"361",361,"Utvisning","11:22",NA,"Calle Dahlqvist","Gimonäs Umeå IF","Period2","Slag",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"362",362,"Utvisning","13:13",NA,"Noel Schönfeldt","IBF Dalen","Period2","Obstruktion",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"363",363,"Utvisning","05:37",NA,"Edvin Lambertsson","IBF Dalen","Period3","Slag",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"364",364,"Utvisning","12:23",NA,"Manne Norlander","IBF Dalen","Period3","Nick",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
"365",365,"Utvisning","19:59",NA,"Alvin Kostet ","Gimonäs Umeå IF","Period3","Slag",2,"IBF Dalen - Gimonäs Umeå IF","Ulf Stödberg","Rasmus Säfvenberg","Ulf Stödberg, Rasmus Säfvenberg"
