"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"122",122,"Utvisning","17:18",NA,"Gustav Granström","Vindelns IF","Period1","Slag",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"123",123,"Utvisning","20:00",NA,"Zebastian Vestin","Örnsköldsvik IBF /IBK","Period1","Låsning av klubba",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"124",124,"Utvisning","03:25",NA,"Jacob Jonsson","Vindelns IF","Period2","Slag",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"125",125,"Utvisning","06:29",NA,"Isac Kronsten","Örnsköldsvik IBF /IBK","Period2","Slag",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"126",126,"Utvisning","02:54",NA,"Nils Vilhelmsson","Vindelns IF","Period3","Hårt spel 2",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"127",127,"Utvisning","16:15",NA,"Isac Kronsten","Örnsköldsvik IBF /IBK","Period3","Hårt spel 2",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"128",128,"Utvisning","02:28",NA,"Oskar Ahnlund","Örnsköldsvik IBF /IBK","Period1","Slag",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"129",129,"Utvisning","11:31",NA,"August Flod","IBF Dalen","Period1","Slag",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"130",130,"Utvisning","19:46",NA,"Oliver Bodén","IBF Dalen","Period1","Obstruktion",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"131",131,"Utvisning","09:46",NA,"Edvin Lambertsson","IBF Dalen","Period2","Slag",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"132",132,"Utvisning","10:46",NA,"Nestor Salvador","Örnsköldsvik IBF /IBK","Period2","Låsning av klubba",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"133",133,"Utvisning","00:00",NA,"Rasmus Sivertsson","IBF Dalen","Period3","Fördröjande av spelet",2,"Örnsköldsvik IBF /IBK - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"134",134,"Utvisning","13:21",NA,"Sam Gillblad","Skellefteå IBS","Period1","Hårt spel 2",2,"Skellefteå IBS - Umeå City IBF","Joakim Broman","Melker Westerberg","Joakim Broman, Melker Westerberg"
"135",135,"Utvisning","09:03",NA,"Vincent Rosén","Gimonäs Umeå IF","Period2","Otillåten trängning",2,"Gimonäs Umeå IF - Robertsfors IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"136",136,"Utvisning","10:37",NA,"Noel Aadde","Gimonäs Umeå IF","Period2","Slag",2,"Gimonäs Umeå IF - Robertsfors IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"137",137,"Utvisning","17:39",NA,"Vincent Rosén","Gimonäs Umeå IF","Period2","Slag",2,"Gimonäs Umeå IF - Robertsfors IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"138",138,"Utvisning","08:11",NA,"Christer Isaksson","Robertsfors IK","Period3","Låsning av klubba",2,"Gimonäs Umeå IF - Robertsfors IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"139",139,"Utvisning","16:44",NA,"Ludwig Frithz","Robertsfors IK","Period3","Hög spark",2,"Gimonäs Umeå IF - Robertsfors IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"140",140,"Utvisning","02:24",NA,"Leo Karlsson","Rönnskär Railcare IF/CIF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","Daniel Degerman","Andreas Åström","Daniel Degerman, Andreas Åström"
"141",141,"Utvisning","12:44",NA,"Arvid Oscarsson","Hörnefors IF","Period2","Otillåten trängning",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","Daniel Degerman","Andreas Åström","Daniel Degerman, Andreas Åström"
"142",142,"Utvisning","18:51",NA,"Simon Grehn","Rönnskär Railcare IF/CIF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","Daniel Degerman","Andreas Åström","Daniel Degerman, Andreas Åström"
"143",143,"Utvisning","16:44",NA,"Erik Engman-Brink","Hörnefors IF","Period3","Slag",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","Daniel Degerman","Andreas Åström","Daniel Degerman, Andreas Åström"
"144",144,"Utvisning","16:59",NA,"Erik Nordin","Vindelns IF","Period1","Hands",2,"Umeå City IBF - Vindelns IF","Mattias Karlsson","Rasmus Säfvenberg","Mattias Karlsson, Rasmus Säfvenberg"
"145",145,"Utvisning","06:04",NA,"Christoffer Holmström","Vindelns IF","Period2","Slag",2,"Umeå City IBF - Vindelns IF","Mattias Karlsson","Rasmus Säfvenberg","Mattias Karlsson, Rasmus Säfvenberg"
"146",146,"Utvisning","15:38",NA,"Axel Wallgren","Umeå City IBF","Period2","Otillåten trängning",2,"Umeå City IBF - Vindelns IF","Mattias Karlsson","Rasmus Säfvenberg","Mattias Karlsson, Rasmus Säfvenberg"
"147",147,"Utvisning","16:44",NA,"Axel Wallgren","Umeå City IBF","Period2","Obstruktion",2,"Umeå City IBF - Vindelns IF","Mattias Karlsson","Rasmus Säfvenberg","Mattias Karlsson, Rasmus Säfvenberg"
"148",148,"Utvisning","05:24",NA,"Erik Nordin","Vindelns IF","Period3","Nick",2,"Umeå City IBF - Vindelns IF","Mattias Karlsson","Rasmus Säfvenberg","Mattias Karlsson, Rasmus Säfvenberg"
"149",149,"Utvisning","15:40",NA,"Jacob Jonsson","Vindelns IF","Period3","Slag",2,"Umeå City IBF - Vindelns IF","Mattias Karlsson","Rasmus Säfvenberg","Mattias Karlsson, Rasmus Säfvenberg"
"150",150,"Utvisning","11:15",NA,"Alfred Stigbrand","Gimonäs Umeå IF","Period1","Felaktigt avstånd",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"151",151,"Utvisning","07:13",NA,"Edvin Widding","Gimonäs Umeå IF","Period2","Slag",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"152",152,"Utvisning","08:28",NA,"Daniel Hall","IBF Dalen","Period2","Otillåten trängning",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"153",153,"Utvisning","10:13",NA,"Edvin Widding","Gimonäs Umeå IF","Period2","Obstruktion",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"154",154,"Utvisning","12:37",NA,"Samuel Nygren","Gimonäs Umeå IF","Period2","Straff pga betr av målvaktsområde",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"155",155,"Utvisning","16:43",NA,"Kristofer Rönnlund","IBF Dalen","Period2","Lyftning av klubba",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"156",156,"Utvisning","19:46",NA,"Tim Åsgran","Gimonäs Umeå IF","Period2","Slag",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"157",157,"Utvisning","16:02",NA,"Leon Ericsson","IBF Dalen","Period3","Slag",2,"IBF Dalen - Gimonäs Umeå IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"158",158,"Utvisning","10:50",NA,"Filip Malmén","Robertsfors IK","Period1","Obstruktion",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"159",159,"Utvisning","16:01",NA,"Arvid Oscarsson","Hörnefors IF","Period1","Slag",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"160",160,"Utvisning","18:43",NA,"Alexander Persson","Hörnefors IF","Period1","Otillåten trängning",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"161",161,"Utvisning","11:19",NA,"Alexander Persson","Hörnefors IF","Period2","Otillåten trängning",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"162",162,"Utvisning","15:00",NA,"Christer Isaksson","Robertsfors IK","Period2","Felaktigt avstånd",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"163",163,"Utvisning","13:13",NA,"Albin Isaksson","Robertsfors IK","Period3","Hårt spel 2",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"164",164,"Utvisning","17:48",NA,"Alex Ledström","Hörnefors IF","Period3","Fasthållning",2,"Robertsfors IK - Hörnefors IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"165",165,"Utvisning","12:10",NA,"Christoffer Nilsson ","Umeå City IBF","Period3","Slag",2,"Örnsköldsvik IBF /IBK - Umeå City IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"166",166,"Utvisning","03:23",NA,"Lucas Blomberg","Umeå City IBF","Period1","Otillåten trängning",2,"IBF Dalen - Umeå City IBF","Klas Höglund","Daniel Johannesson","Klas Höglund, Daniel Johannesson"
"167",167,"Utvisning","17:22",NA,"William Bodén","IBF Dalen","Period1","Slag",2,"IBF Dalen - Umeå City IBF","Klas Höglund","Daniel Johannesson","Klas Höglund, Daniel Johannesson"
"168",168,"Utvisning","07:46",NA,"Elias Forsgren","Umeå City IBF","Period2","Felaktigt avstånd",2,"IBF Dalen - Umeå City IBF","Klas Höglund","Daniel Johannesson","Klas Höglund, Daniel Johannesson"
"169",169,"Utvisning","19:12",NA,"Agust Vannebäck","Umeå City IBF","Period2","Nick",2,"IBF Dalen - Umeå City IBF","Klas Höglund","Daniel Johannesson","Klas Höglund, Daniel Johannesson"
"170",170,"Utvisning","18:32",NA,"Elias Forsgren","Umeå City IBF","Period3","Lyftning av klubba",2,"IBF Dalen - Umeå City IBF","Klas Höglund","Daniel Johannesson","Klas Höglund, Daniel Johannesson"
"171",171,"Utvisning","04:24",NA,"Tichanon Thongloy","Rönnskär Railcare IF/CIF","Period2","Obstruktion",2,"Rönnskär Railcare IF/CIF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"172",172,"Utvisning","08:12",NA,"Tichanon Thongloy","Rönnskär Railcare IF/CIF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"173",173,"Utvisning","08:36",NA,"Vincent Rosén","Gimonäs Umeå IF","Period3","Hårt spel 2",2,"Rönnskär Railcare IF/CIF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"174",174,"Utvisning","18:46",NA,"Tichanon Thongloy","Rönnskär Railcare IF/CIF","Period3","Otillåten trängning",2,"Rönnskär Railcare IF/CIF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"175",175,"Utvisning","19:08",NA,"Vincent Rosén","Gimonäs Umeå IF","Period3","Protest mot domslut",2,"Rönnskär Railcare IF/CIF - Gimonäs Umeå IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"176",176,"Utvisning","19:40",NA,"Linus Lundström","Vindelns IF","Period1","Fördröjande av spelet",2,"IBF Dalen - Vindelns IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"177",177,"Utvisning","11:03",NA,"Adam Lundgren","IBF Dalen","Period2","Fasthållning",2,"IBF Dalen - Vindelns IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"178",178,"Utvisning","12:10",NA,"Lars Vilhelmsson","Vindelns IF","Period2","Obstruktion",2,"IBF Dalen - Vindelns IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"179",179,"Utvisning","17:19",NA,"Anton Wallgren","IBF Dalen","Period3","Hårt spel 2",2,"IBF Dalen - Vindelns IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"180",180,"Utvisning","05:52",NA,"","Rönnskär Railcare IF/CIF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Skellefteå IBK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"181",181,"Utvisning","16:16",NA,"William Hallin","Skellefteå IBK","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Skellefteå IBK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"182",182,"Utvisning","06:21",NA,"","Rönnskär Railcare IF/CIF","Period3","Otillåten trängning",2,"Rönnskär Railcare IF/CIF - Skellefteå IBK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"183",183,"Utvisning","06:21",NA,"Julian Amya","Skellefteå IBK","Period3","Fasthållning",2,"Rönnskär Railcare IF/CIF - Skellefteå IBK","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"184",184,"Utvisning","12:20",NA,"Herman Gustavsson","Umeå City IBF","Period1","Slag",2,"Umeå City IBF - IBF Dalen","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"185",185,"Utvisning","18:23",NA,"Kristofer Rönnlund","IBF Dalen","Period3","Otillåten trängning",2,"Umeå City IBF - IBF Dalen","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"186",186,"Utvisning","17:02",NA,"Gustav Granström","Vindelns IF","Period2","Hög klubba",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"187",187,"Utvisning","09:13",NA,"Jesper Eriksson","Örnsköldsvik IBF /IBK","Period3","Osportsligt uppträdande",12,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"188",188,"Utvisning","09:13",NA,"Lars Vilhelmsson","Vindelns IF","Period3","Hårt spel 2",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"189",189,"Utvisning","11:44",NA,"Vincent Rosén","Gimonäs Umeå IF","Period2","Hårt spel 2",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"190",190,"Utvisning","15:34",NA,"Vincent Rosén","Gimonäs Umeå IF","Period2","Våldsamt slag",5,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"191",191,"Utvisning","15:43",NA,"Vincent Rosén","Gimonäs Umeå IF","Period2","Felaktigt beträdande av spelplan",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"192",192,"Utvisning","19:10",NA,"Albin Holmgren","Gimonäs Umeå IF","Period2","Låsning av klubba",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"193",193,"Utvisning","17:32",NA,"Ludvig Lindberg","Skellefteå IBK","Period3","Matchstraff 1",20,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"194",194,"Utvisning","17:54",NA,"Samuel Westin","Örnsköldsvik IBF /IBK","Period1","Hårt spel 5",5,"Umeå City IBF - Örnsköldsvik IBF /IBK","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"195",195,"Utvisning","18:16",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF /IBK","Period1","Fasthållning",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"196",196,"Utvisning","18:16",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF /IBK","Period1","Osportsligt uppträdande",12,"Umeå City IBF - Örnsköldsvik IBF /IBK","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"197",197,"Utvisning","16:49",NA,"Christoffer Nilsson ","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"198",198,"Utvisning","03:31",NA,"Martin Dahlberg","Örnsköldsvik IBF /IBK","Period3","Hands",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"199",199,"Utvisning","13:53",NA,"Elliot Forsgren","Umeå City IBF","Period3","Låsning av klubba",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Peder Lövdahl","Göran Norberg","Peder Lövdahl, Göran Norberg"
"200",200,"Utvisning","13:53",NA,"Carl From","Skellefteå IBK","Period2","Slag",2,"Gamla Stan IBK - Skellefteå IBK","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"201",201,"Utvisning","19:51",NA,"Rasmus Palm","Gamla Stan IBK","Period3","Hårt spel 5",5,"Gamla Stan IBK - Skellefteå IBK","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"202",202,"Utvisning","16:00",NA,"Erik Engman-Brink","Hörnefors IF","Period1","Slag",2,"Skellefteå IBK - Hörnefors IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"203",203,"Utvisning","02:16",NA,"Melvin Sandberg","Hörnefors IF","Period2","Slag",2,"Skellefteå IBK - Hörnefors IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"204",204,"Utvisning","15:26",NA,"Melvin Sandberg","Hörnefors IF","Period3","Slag",2,"Skellefteå IBK - Hörnefors IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"205",205,"Utvisning","18:52",NA,"Tim Sjöström","Gamla Stan IBK","Period1","Slag",2,"Gimonäs Umeå IF - Gamla Stan IBK","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"206",206,"Utvisning","19:48",NA,"Vincent Rosén","Gimonäs Umeå IF","Period3","Obstruktion",2,"Gimonäs Umeå IF - Gamla Stan IBK","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"207",207,"Utvisning","10:56",NA,"Jonny Granström","Vindelns IF","Period2","Straff pga betr av målvaktsområde",2,"Vindelns IF - IBF Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"208",208,"Utvisning","11:18",NA,"Kristofer Rönnlund","IBF Dalen","Period2","Osportsligt uppträdande",12,"Vindelns IF - IBF Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"209",209,"Utvisning","08:06",NA,"Lukas Palm","Umeå City IBF","Period1","Obstruktion",2,"Umeå City IBF - Skellefteå IBS","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"210",210,"Utvisning","15:05",NA,"Emil Wiklund","Skellefteå IBS","Period1","Otillåten trängning",2,"Umeå City IBF - Skellefteå IBS","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"211",211,"Utvisning","17:07",NA,"Oscar Lundström","Umeå City IBF","Period1","Slag",2,"Umeå City IBF - Skellefteå IBS","Peter Poopuu","Ulf Stödberg","Peter Poopuu, Ulf Stödberg"
"212",212,"Utvisning","04:45",NA,"August Flod","IBF Dalen","Period2","Slag",2,"IBF Dalen - Örnsköldsvik IBF /IBK","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"213",213,"Utvisning","09:22",NA,"Samuel Westin","Örnsköldsvik IBF /IBK","Period3","Slag",2,"IBF Dalen - Örnsköldsvik IBF /IBK","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"214",214,"Utvisning","04:01",NA,"","","Period1","Slag",2,"Skellefteå IBS - Skellefteå IBK","Micael Holmbom","Jörgen Lundberg","Micael Holmbom, Jörgen Lundberg"
"215",215,"Utvisning","15:07",NA,"Anton Sundström","Skellefteå IBS","Period2","Hårt spel 2",2,"Skellefteå IBS - Skellefteå IBK","Micael Holmbom","Jörgen Lundberg","Micael Holmbom, Jörgen Lundberg"
"216",216,"Utvisning","13:48",NA,"Kim Lingwall","Vindelns IF","Period2","Slag",2,"Vindelns IF - Umeå City IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"217",217,"Utvisning","02:02",NA,"Ludvig Wiechel","Umeå City IBF","Period3","Protest mot domslut",2,"Vindelns IF - Umeå City IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"218",218,"Utvisning","11:37",NA,"Erik Nordin","Vindelns IF","Period3","Obstruktion",2,"Vindelns IF - Umeå City IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"219",219,"Utvisning","03:55",NA,"Adam Lundgren","Umeå City IBF","Period1","Låsning av klubba",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"220",220,"Utvisning","10:18",NA,"Linus Karlsson","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"221",221,"Utvisning","10:18",NA,"Isac Fjälkebrandt","Hörnefors IF","Period2","Hårt spel 2",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"222",222,"Utvisning","14:29",NA,"Isac Fjälkebrandt","Hörnefors IF","Period2","Hårt spel 2",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"223",223,"Utvisning","12:46",NA,"Sebastian Franzén","Umeå City IBF","Period3","Hårt spel 2",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"224",224,"Utvisning","16:51",NA,"Jonatan Edman Mella","Umeå City IBF","Period3","Hårt spel 2",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"225",225,"Utvisning","16:51",NA,"Jonatan Edman Mella","Umeå City IBF","Period3","Protest mot domslut",2,"Umeå City IBF - Hörnefors IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"226",226,"Utvisning","11:55",NA,"Oliver Bodén","IBF Dalen","Period2","Otillåten trängning",2,"Umeå City IBF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"227",227,"Utvisning","08:25",NA,"Anton Wallgren","IBF Dalen","Period3","Hårt spel 2",2,"Umeå City IBF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"228",228,"Utvisning","09:54",NA,"Victor Olofsson-Nilsson","Umeå City IBF","Period3","Slag",2,"Umeå City IBF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"229",229,"Utvisning","16:27",NA,"","IBF Dalen","Period3","Protest mot domslut",2,"Umeå City IBF - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"230",230,"Utvisning","06:31",NA,"Zebastian Lundberg","Örnsköldsvik IBF /IBK","Period2","Obstruktion",2,"Örnsköldsvik IBF /IBK - Vindelns IF","Erik Hörnros","Thanasis Provatas","Erik Hörnros, Thanasis Provatas"
"231",231,"Utvisning","15:01",NA,"Albert Adelsson","Vindelns IF","Period2","Liggande spel",2,"Örnsköldsvik IBF /IBK - Vindelns IF","Erik Hörnros","Thanasis Provatas","Erik Hörnros, Thanasis Provatas"
"232",232,"Utvisning","19:29",NA,"Samuel Persson","Örnsköldsvik IBF /IBK","Period2","Obstruktion",2,"Örnsköldsvik IBF /IBK - Vindelns IF","Erik Hörnros","Thanasis Provatas","Erik Hörnros, Thanasis Provatas"
"233",233,"Utvisning","16:33",NA,"Lars Vilhelmsson","Vindelns IF","Period3","Otillåten trängning",2,"Örnsköldsvik IBF /IBK - Vindelns IF","Erik Hörnros","Thanasis Provatas","Erik Hörnros, Thanasis Provatas"
"234",234,"Utvisning","19:55",NA,"Zebastian Vestin","Örnsköldsvik IBF /IBK","Period3","Hårt spel 2",2,"Örnsköldsvik IBF /IBK - Vindelns IF","Erik Hörnros","Thanasis Provatas","Erik Hörnros, Thanasis Provatas"
"235",235,"Utvisning","10:55",NA,"Casper Ericsson","IBF Dalen","Period2","Hög klubba",2,"IBF Dalen - Skellefteå IBK","Magnus Fessé","Daniel Johannesson","Magnus Fessé, Daniel Johannesson"
"236",236,"Utvisning","11:30",NA,"Olle Hedman","Skellefteå IBK","Period2","Slag",2,"IBF Dalen - Skellefteå IBK","Magnus Fessé","Daniel Johannesson","Magnus Fessé, Daniel Johannesson"
"237",237,"Utvisning","04:03",NA,"Eric Hedlund","Skellefteå IBK","Period3","Felaktigt byte",2,"IBF Dalen - Skellefteå IBK","Magnus Fessé","Daniel Johannesson","Magnus Fessé, Daniel Johannesson"
"238",238,"Utvisning","05:55",NA,"Vidar Mannberg","IBF Dalen","Period3","Fasthållning",2,"IBF Dalen - Skellefteå IBK","Magnus Fessé","Daniel Johannesson","Magnus Fessé, Daniel Johannesson"
"239",239,"Utvisning","18:37",NA,"Edvin Lambertsson","IBF Dalen","Period3","Fasthållning",2,"IBF Dalen - Skellefteå IBK","Magnus Fessé","Daniel Johannesson","Magnus Fessé, Daniel Johannesson"
"240",240,"Utvisning","04:38",NA,"William Bodén","IBF Dalen","Period2","Låsning av klubba",2,"IBF Dalen - Skellefteå IBK","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"241",241,"Utvisning","06:09",NA,"Elias Wangehall","Skellefteå IBK","Period2","Felaktigt avstånd",2,"IBF Dalen - Skellefteå IBK","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"242",242,"Utvisning","11:11",NA,"Anton Wallgren","IBF Dalen","Period2","Obstruktion",2,"IBF Dalen - Skellefteå IBK","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
