"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"1",1,"Utvisning","16:24",NA,"Ida Eriksson","Örnsköldsvik IBK /IBF","Period1","För många spelare på plan",2,"Örnsköldsvik IBK /IBF - Gimonäs Umeå IF","Mikael Berglund","Stefan Nyberg","Mikael Berglund, Stefan Nyberg"
"2",2,"Utvisning","18:45",NA,"Madeleine Johansson","Örnsköldsvik IBK /IBF","Period2","Hands",2,"Örnsköldsvik IBK /IBF - Gimonäs Umeå IF","Mikael Berglund","Stefan Nyberg","Mikael Berglund, Stefan Nyberg"
"3",3,"Utvisning","11:24",NA,"Hannah Gidlund","Örnsköldsvik IBK /IBF","Period3","Spel utan klubba",2,"Örnsköldsvik IBK /IBF - Gimonäs Umeå IF","Mikael Berglund","Stefan Nyberg","Mikael Berglund, Stefan Nyberg"
"4",4,"Utvisning","13:51",NA,"Sandra Eriksson","Vindelns IF","Period2","Slag",2,"Holmsund City IBC/GUIF - Vindelns IF","Manuel Garzon","Klas Höglund","Manuel Garzon, Klas Höglund"
"5",5,"Utvisning","08:27",NA,"Hanna Sundström","Holmsund City IBC/GUIF","Period3","Slag",2,"Holmsund City IBC/GUIF - Vindelns IF","Manuel Garzon","Klas Höglund","Manuel Garzon, Klas Höglund"
"6",6,"Utvisning","13:45",NA,"Liv Östling","Holmsund City IBC/GUIF","Period3","Otillåten trängning",2,"Holmsund City IBC/GUIF - Vindelns IF","Manuel Garzon","Klas Höglund","Manuel Garzon, Klas Höglund"
"7",7,"Utvisning","15:26",NA,"Hanna Sundström","Holmsund City IBC/GUIF","Period3","Fördröjande av spelet",2,"Holmsund City IBC/GUIF - Vindelns IF","Manuel Garzon","Klas Höglund","Manuel Garzon, Klas Höglund"
"8",8,"Utvisning","16:28",NA,"Miriam Hellberg","Clemensnäs IF /Bureå IF","Period2","Hårt spel 2",2,"Kågedalens AIF - Clemensnäs IF /Bureå IF","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"9",9,"Utvisning","03:31",NA,"Nova Svanborg","Kågedalens AIF","Period3","Otillåten trängning",2,"Kågedalens AIF - Clemensnäs IF /Bureå IF","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"10",10,"Utvisning","03:15",NA,"Elsa Bergström","Röbäcks IF","Period2","Otillåten trängning",2,"Röbäcks IF - Täfteå IK /Sävar IK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"11",11,"Utvisning","15:36",NA,"Alma Sköld","Röbäcks IF","Period2","Slag",2,"Röbäcks IF - Täfteå IK /Sävar IK","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"12",12,"Utvisning","14:52",NA,"Monica Jusu Bah","Umeå City IBF","Period3","Protest mot domslut",2,"Umeå City IBF - Gamla Stan IBK","Alvin Gustavsson","Elias Norden","Alvin Gustavsson, Elias Norden"
"13",13,"Utvisning","00:10",NA,"Alva Granqvist","Spöland Vännäs IF","Period2","Låsning av klubba",2,"Obbola IK - Spöland Vännäs IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"14",14,"Utvisning","10:12",NA,"Nelly Saari","Spöland Vännäs IF","Period3","Obstruktion",2,"Obbola IK - Spöland Vännäs IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"15",15,"Utvisning","16:47",NA,"Tyra Andersson","Gimonäs Umeå IF","Period1","Felaktigt avstånd",2,"Kågedalens AIF - Gimonäs Umeå IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"16",16,"Utvisning","19:37",NA,"Kajsa Lundmark","Kågedalens AIF","Period1","Hårt spel 2",2,"Kågedalens AIF - Gimonäs Umeå IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"17",17,"Utvisning","19:56",NA,"Claudia Saksa","Holmsund City IBC/GUIF","Period2","Otillåten trängning",2,"Holmsund City IBC/GUIF - IBF Dalen","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"18",18,"Utvisning","18:55",NA,"Liv Östling","Holmsund City IBC/GUIF","Period3","Slag",2,"Holmsund City IBC/GUIF - IBF Dalen","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"19",19,"Utvisning","02:18",NA,"Miriam Hellberg","Clemensnäs IF /Bureå IF","Period3","Hårt spel 2",2,"Örnsköldsvik IBK /IBF - Clemensnäs IF /Bureå IF","Mikael Berglund","Stefan Nyberg","Mikael Berglund, Stefan Nyberg"
"20",20,"Utvisning","18:51",NA,"Agnes Nyström","Umeå City IBF","Period3","Våldsamt slag",5,"Umeå City IBF - Gimonäs Umeå IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"21",21,"Utvisning","06:52",NA,"Ellen Fahlgren","Gamla Stan IBK","Period2","Slag",2,"Kågedalens AIF - Gamla Stan IBK","Joakim Broman","Andreas Åström","Joakim Broman, Andreas Åström"
"22",22,"Utvisning","06:52",NA,"Nova Svanborg","Kågedalens AIF","Period2","Fasthållning",2,"Kågedalens AIF - Gamla Stan IBK","Joakim Broman","Andreas Åström","Joakim Broman, Andreas Åström"
"23",23,"Utvisning","05:09",NA,"Klara Lindblom","Gamla Stan IBK","Period3","Slag",2,"Kågedalens AIF - Gamla Stan IBK","Joakim Broman","Andreas Åström","Joakim Broman, Andreas Åström"
"24",24,"Utvisning","19:37",NA,"Miriam Hellberg","Clemensnäs IF /Bureå IF","Period3","Hårt spel 2",2,"Rönnskär Railcare IF - Clemensnäs IF /Bureå IF","David Morén","Samuel Sundqvist","David Morén, Samuel Sundqvist"
"25",25,"Utvisning","09:48",NA,"Lina Söderlund","Kågedalens AIF","Period1","Otillåten trängning",2,"Umeå City IBF - Kågedalens AIF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"26",26,"Utvisning","05:20",NA,"Ella Wallmark","Umeå City IBF","Period2","Hårt spel 2",2,"Umeå City IBF - Kågedalens AIF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"27",27,"Utvisning","07:14",NA,"Matilda Boström","Kågedalens AIF","Period2","Otillåten trängning",2,"Umeå City IBF - Kågedalens AIF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"28",28,"Utvisning","05:19",NA,"Ella Wallmark","Umeå City IBF","Period3","Låsning av klubba",2,"Umeå City IBF - Kågedalens AIF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"29",29,"Utvisning","00:39",NA,"Ellen Bergsdorf","Röbäcks IF","Period3","Otillåten trängning",2,"Vindelns IF - Röbäcks IF","Sofia Deijer","Alvina Mukkala","Sofia Deijer, Alvina Mukkala"
"30",30,"Utvisning","08:09",NA,"Ida Ronnling","Röbäcks IF","Period3","Slag",2,"Vindelns IF - Röbäcks IF","Sofia Deijer","Alvina Mukkala","Sofia Deijer, Alvina Mukkala"
"31",31,"Utvisning","11:45",NA,"Amanda Stenvall","Holmsund City IBC/GUIF","Period3","Slag",2,"Obbola IK - Holmsund City IBC/GUIF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"32",32,"Utvisning","05:54",NA,"Kajsa Örnberg","Holmsund City IBC/GUIF","Period2","Otillåten trängning",2,"Spöland Vännäs IF - Holmsund City IBC/GUIF","Magnus Fessé","Alvina Mukkala","Magnus Fessé, Alvina Mukkala"
"33",33,"Utvisning","14:52",NA,"Matilda Valtersson","Obbola IK","Period2","Otillåten trängning",2,"Obbola IK - IBF Dalen","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
"34",34,"Utvisning","19:01",NA,"Alexandra Güzel","Vindelns IF","Period1","Otillåten trängning",2,"Täfteå IK /Sävar IK - Vindelns IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"35",35,"Utvisning","08:01",NA,"Ida Eriksson","Vindelns IF","Period2","Felaktigt avstånd",2,"Täfteå IK /Sävar IK - Vindelns IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"36",36,"Utvisning","17:26",NA,"Ida Edström","Täfteå IK /Sävar IK","Period2","Slag",2,"Täfteå IK /Sävar IK - Vindelns IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"37",37,"Utvisning","11:13",NA,"Yueshan Lidström","Täfteå IK /Sävar IK","Period3","Hårt spel 2",2,"Täfteå IK /Sävar IK - Vindelns IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"38",38,"Utvisning","19:27",NA,"Jonna Lidberg","Täfteå IK /Sävar IK","Period3","Slag",2,"Täfteå IK /Sävar IK - Vindelns IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"39",39,"Utvisning","14:03",NA,"Anna Algotsson","Vindelns IF","Period2","Slag",2,"Spöland Vännäs IF - Vindelns IF","Magnus Fessé","Alvina Mukkala","Magnus Fessé, Alvina Mukkala"
"40",40,"Utvisning","00:26",NA,"Emmy Engman","Vindelns IF","Period3","Hög klubba",2,"Spöland Vännäs IF - Vindelns IF","Magnus Fessé","Alvina Mukkala","Magnus Fessé, Alvina Mukkala"
"41",41,"Utvisning","07:09",NA,"Anna Viklund","Clemensnäs IF /Bureå IF","Period1","Slag",2,"Clemensnäs IF /Bureå IF - Umeå City IBF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"42",42,"Utvisning","19:00",NA,"Emelie Olofsson","Täfteå IK /Sävar IK","Period1","Slag",2,"Holmsund City IBC/GUIF - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"43",43,"Utvisning","03:12",NA,"Kajsa Näslund","Holmsund City IBC/GUIF","Period2","Slag",2,"Holmsund City IBC/GUIF - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"44",44,"Utvisning","06:08",NA,"Kajsa Örnberg","Holmsund City IBC/GUIF","Period2","Slag",2,"Holmsund City IBC/GUIF - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"45",45,"Utvisning","11:29",NA,"Julia Holmgren","Holmsund City IBC/GUIF","Period2","Slag",2,"Holmsund City IBC/GUIF - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"46",46,"Utvisning","07:43",NA,"Moa Höök","Gimonäs Umeå IF","Period3","Slag",2,"Gimonäs Umeå IF - Rönnskär Railcare IF","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
"47",47,"Utvisning","08:42",NA,"Jonna Lönn","Röbäcks IF","Period2","Otillåten trängning",2,"Röbäcks IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"48",48,"Utvisning","05:41",NA,"Emilia Lönn","Röbäcks IF","Period3","Slag",2,"Röbäcks IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"49",49,"Utvisning","03:47",NA,"Ida Strömberg","Örnsköldsvik IBK /IBF","Period2","Fasthållning",2,"Örnsköldsvik IBK /IBF - Gamla Stan IBK","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"50",50,"Utvisning","17:57",NA,"Klara Lindblom","Gamla Stan IBK","Period3","Farligt spel",5,"Örnsköldsvik IBK /IBF - Gamla Stan IBK","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"51",51,"Utvisning","10:28",NA,"Alice Danielsson","IBF Dalen","Period1","Slag",2,"IBF Dalen - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"52",52,"Utvisning","07:03",NA,"April Holm","IBF Dalen","Period2","Slag",2,"IBF Dalen - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"53",53,"Utvisning","19:19",NA,"Yueshan Lidström","Täfteå IK /Sävar IK","Period2","Slag",2,"IBF Dalen - Täfteå IK /Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"54",54,"Utvisning","01:16",NA,"Wilma Wendén","Rönnskär Railcare IF","Period3","Obstruktion",2,"Rönnskär Railcare IF - Kågedalens AIF","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"55",55,"Utvisning","08:50",NA,"Alice Holmbom","Kågedalens AIF","Period3","Hårt spel 2",2,"Rönnskär Railcare IF - Kågedalens AIF","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"56",56,"Utvisning","17:23",NA,"Ebba Elenius","Rönnskär Railcare IF","Period3","Obstruktion",2,"Rönnskär Railcare IF - Kågedalens AIF","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"57",57,"Utvisning","17:23",NA,"Lisabeth Öhlin","Kågedalens AIF","Period3","Obstruktion",2,"Rönnskär Railcare IF - Kågedalens AIF","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"58",58,"Utvisning","11:51",NA,"Hilda Enmark","Clemensnäs IF /Bureå IF","Period2","Slag",2,"Gamla Stan IBK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Bobby Hjelte","Lasse Ekesryd, Bobby Hjelte"
"59",59,"Utvisning","11:41",NA,"Hannah Gidlund","Örnsköldsvik IBK /IBF","Period2","Slag",2,"Umeå City IBF - Örnsköldsvik IBK /IBF","Tony Strindlund","Fredrik Söderholm","Tony Strindlund, Fredrik Söderholm"
"60",60,"Utvisning","12:59",NA,"Lisa Karlsson","Umeå City IBF","Period3","Nick",2,"Umeå City IBF - Örnsköldsvik IBK /IBF","Tony Strindlund","Fredrik Söderholm","Tony Strindlund, Fredrik Söderholm"
"61",61,"Utvisning","13:56",NA,"Selina Tossavainen","Gimonäs Umeå IF","Period1","Slag",2,"Gimonäs Umeå IF - Clemensnäs IF /Bureå IF","Marcus Glad","Rasmus Säfvenberg","Marcus Glad, Rasmus Säfvenberg"
"62",62,"Utvisning","01:03",NA,"Ängla Bergström","Clemensnäs IF /Bureå IF","Period2","Slag",2,"Gimonäs Umeå IF - Clemensnäs IF /Bureå IF","Marcus Glad","Rasmus Säfvenberg","Marcus Glad, Rasmus Säfvenberg"
"63",63,"Utvisning","03:41",NA,"Amanda Karlsson","Gimonäs Umeå IF","Period3","Otillåten trängning",2,"Gimonäs Umeå IF - Clemensnäs IF /Bureå IF","Marcus Glad","Rasmus Säfvenberg","Marcus Glad, Rasmus Säfvenberg"
"64",64,"Utvisning","05:27",NA,"Miriam Hellberg","Clemensnäs IF /Bureå IF","Period3","Hårt spel 2",2,"Gimonäs Umeå IF - Clemensnäs IF /Bureå IF","Marcus Glad","Rasmus Säfvenberg","Marcus Glad, Rasmus Säfvenberg"
"65",65,"Utvisning","15:41",NA,"Nea Englund-Jonsson","Clemensnäs IF /Bureå IF","Period3","Slag",2,"Gimonäs Umeå IF - Clemensnäs IF /Bureå IF","Marcus Glad","Rasmus Säfvenberg","Marcus Glad, Rasmus Säfvenberg"
"66",66,"Utvisning","14:50",NA,"Lisa Karlsson","Umeå City IBF","Period3","Slag",2,"Umeå City IBF - Rönnskär Railcare IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"67",67,"Utvisning","13:54",NA,"Alice Holmbom","Kågedalens AIF","Period1","Slag",2,"Kågedalens AIF - Örnsköldsvik IBK /IBF","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"68",68,"Utvisning","02:33",NA,"Monica Jusu Bah","Umeå City IBF","Period2","Lyftning av klubba",2,"Spöland Vännäs IF - Umeå City IBF","Alvina Mukkala","Peter Saari","Alvina Mukkala, Peter Saari"
"69",69,"Utvisning","07:02",NA,"Felicia Svanberg Häggström","Umeå City IBF","Period2","Farligt spel",5,"Spöland Vännäs IF - Umeå City IBF","Alvina Mukkala","Peter Saari","Alvina Mukkala, Peter Saari"
"70",70,"Utvisning","12:16",NA,"Lisa Karlsson","Umeå City IBF","Period2","Obstruktion",2,"Spöland Vännäs IF - Umeå City IBF","Alvina Mukkala","Peter Saari","Alvina Mukkala, Peter Saari"
"71",71,"Utvisning","14:40",NA,"Fanny Aggevall","Spöland Vännäs IF","Period2","Obstruktion",2,"Spöland Vännäs IF - Umeå City IBF","Alvina Mukkala","Peter Saari","Alvina Mukkala, Peter Saari"
"72",72,"Utvisning","06:09",NA,"Klara-Marie Laggar","Spöland Vännäs IF","Period2","Slag",2,"Gimonäs Umeå IF - Spöland Vännäs IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"73",73,"Utvisning","20:00",NA,"Isabell Stens","Gimonäs Umeå IF","Period3","Slag",2,"Gimonäs Umeå IF - Spöland Vännäs IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"74",74,"Utvisning","18:59",NA,"Tuva Dahlin","Sävar IK/Täfteå IK","Period3","Otillåten trängning",2,"Rönnskär Railcare IF - Sävar IK/Täfteå IK","Joakim Broman","Andreas Åström","Joakim Broman, Andreas Åström"
"75",75,"Utvisning","06:54",NA,"Cajsa Lundkvist","IBF Dalen","Period2","Slag",2,"IBF Dalen - Gullänget-Kroksta IBS"," "," ","  "
"76",76,"Utvisning","00:36",NA,"Kajsa Cederlund","Gamla Stan IBK","Period1","Felaktigt avstånd",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"77",77,"Utvisning","01:20",NA,"Lina Söderlund","Kågedalens AIF","Period1","Slag",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"78",78,"Utvisning","10:52",NA,"Ellen Fahlgren","Gamla Stan IBK","Period2","Otillåten trängning",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"79",79,"Utvisning","15:37",NA,"Klara Lindblom","Gamla Stan IBK","Period2","Slag",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"80",80,"Utvisning","17:46",NA,"Lina Söderlund","Kågedalens AIF","Period2","Hårt spel 2",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"81",81,"Utvisning","19:40",NA,"Kajsa Cederlund","Gamla Stan IBK","Period2","För många spelare på plan",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"82",82,"Utvisning","14:39",NA,"Alice Holmbom","Kågedalens AIF","Period3","Slag",2,"Kågedalens AIF - Gamla Stan IBK"," "," ","  "
"83",83,"Utvisning","00:18",NA,"Tinde Häggmark","Sävar IK/Täfteå IK","Period1","Otillåten trängning",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"84",84,"Utvisning","06:41",NA,"Emma Kröger","Sävar IK/Täfteå IK","Period1","Otillåten trängning",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"85",85,"Utvisning","07:51",NA,"Emma Enholm","Sävar IK/Täfteå IK","Period1","Otillåten trängning",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"86",86,"Utvisning","15:05",NA,"Anna Viklund","Clemensnäs IF /Bureå IF","Period1","Slag",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"87",87,"Utvisning","19:26",NA,"Emmy Sjöberg","Sävar IK/Täfteå IK","Period1","Otillåten trängning",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"88",88,"Utvisning","07:52",NA,"Selma Wikberg","Clemensnäs IF /Bureå IF","Period2","Felaktigt avstånd",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"89",89,"Utvisning","11:08",NA,"Tilda Nylander","Sävar IK/Täfteå IK","Period2","Otillåten trängning",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"90",90,"Utvisning","19:12",NA,"Tuva Dahlin","Sävar IK/Täfteå IK","Period3","Slag",2,"Sävar IK/Täfteå IK - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"91",91,"Utvisning","08:00",NA,"Tuva Dahlin","Sävar IK/Täfteå IK","Period2","Slag",2,"IBF Dalen - Sävar IK/Täfteå IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"92",92,"Utvisning","11:49",NA,"Thea Malmström","Gamla Stan IBK","Period2","Slag",2,"Gullänget-Kroksta IBS - Gamla Stan IBK","Mikael Berglund","Stefan Nyberg","Mikael Berglund, Stefan Nyberg"
"93",93,"Utvisning","17:51",NA,"Nova Sundin","Rönnskär Railcare IF","Period2","Slag",2,"Rönnskär Railcare IF - Umeå City IBF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"94",94,"Utvisning","13:36",NA,"Ebba Abrahamsson","Umeå City IBF","Period3","Slag",2,"Rönnskär Railcare IF - Umeå City IBF","Lasse Ekesryd","Andreas Åström","Lasse Ekesryd, Andreas Åström"
"95",95,"Utvisning","07:15",NA,"Tilda Nylander","Sävar IK/Täfteå IK","Period2","Slag",2,"Sävar IK/Täfteå IK - IBF Dalen","David Karlsson","Isak Lindeberg Svensson","David Karlsson, Isak Lindeberg Svensson"
"96",96,"Utvisning","18:12",NA,"","","Period1","Låsning av klubba",2,"Umeå City IBF - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"97",97,"Utvisning","03:25",NA,"Nea Nyberg","Umeå City IBF","Period2","Fasthållning",2,"Umeå City IBF - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"98",98,"Utvisning","09:14",NA,"Elin Broddeskog","Umeå City IBF","Period3","Felaktigt avstånd",2,"Umeå City IBF - Clemensnäs IF /Bureå IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"99",99,"Utvisning","14:02",NA,"Emma Arnebrant","Gullänget-Kroksta IBS","Period1","För många spelare på plan",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"100",100,"Utvisning","15:08",NA,"Mimmi Hansson","Gullänget-Kroksta IBS","Period1","Otillåten trängning",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"101",101,"Utvisning","03:43",NA,"Tindra Bylund","Gullänget-Kroksta IBS","Period2","Otillåten trängning",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"102",102,"Utvisning","15:37",NA,"Felicia Svanberg Häggström","Umeå City IBF","Period2","Felaktigt avstånd",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"103",103,"Utvisning","17:01",NA,"Lisa Karlsson","Umeå City IBF","Period2","Obstruktion",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"104",104,"Utvisning","13:13",NA,"Clara Nilsson","Umeå City IBF","Period3","Slag",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"105",105,"Utvisning","06:52",NA,"Nova Sundin","Rönnskär Railcare IF","Period3","Otillåten trängning",2,"Rönnskär Railcare IF - Gimonäs Umeå IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"106",106,"Utvisning","14:28",NA,"Fanny Wiklund","Skellefteå IBK","Period2","Slag",2,"Ersboda SK - Skellefteå IBK","Andreas Eriksson","Peter Poopuu","Andreas Eriksson, Peter Poopuu"
"107",107,"Utvisning","16:53",NA,"Ronja Nilsson","Ersboda SK","Period2","Slag",2,"Ersboda SK - Skellefteå IBK","Andreas Eriksson","Peter Poopuu","Andreas Eriksson, Peter Poopuu"
"108",108,"Utvisning","11:45",NA,"Viktoria Nordqvist","IBF Dalen","Period1","Slag",2,"Umeå City IBF - IBF Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"109",109,"Utvisning","08:52",NA,"Ella Wallmark","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - IBF Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"110",110,"Utvisning","13:47",NA,"Ellen Fahlgren","Gamla Stan IBK","Period3","Otillåten trängning",2,"Gamla Stan IBK - Örnsköldsvik IBK /IBF","Maria Dahlin","Elin Lindgren","Maria Dahlin, Elin Lindgren"
"111",111,"Utvisning","19:28",NA,"Matilda Karlsson","IBF Dalen/Sandåkerns SK","Period3","Lyftning av klubba",2,"Ersboda SK - IBF Dalen/Sandåkerns SK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"112",112,"Utvisning","04:48",NA,"Tinde Häggmark","Sävar IK/Täfteå IK","Period1","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"113",113,"Utvisning","14:30",NA,"Agnes Viström","Gullänget-Kroksta IBS","Period1","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"114",114,"Utvisning","16:28",NA,"Ellen Dahlin","Gullänget-Kroksta IBS","Period2","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"115",115,"Utvisning","05:15",NA,"My Wikström","Sävar IK/Täfteå IK","Period3","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"116",116,"Utvisning","10:02",NA,"Tindra Bylund","Gullänget-Kroksta IBS","Period3","Hög klubba",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"117",117,"Utvisning","19:10",NA,"Fanny Ahlard","Clemensnäs IF /Bureå IF","Period1","Felaktigt byte",2,"Gamla Stan IBK - Clemensnäs IF /Bureå IF","Joakim Broman","Ville Hedsberg","Joakim Broman, Ville Hedsberg"
"118",118,"Utvisning","04:30",NA,"Thea Boström","Gamla Stan IBK","Period3","Slag",2,"Gamla Stan IBK - Clemensnäs IF /Bureå IF","Joakim Broman","Ville Hedsberg","Joakim Broman, Ville Hedsberg"
"119",119,"Utvisning","09:14",NA,"Alicia Holmgren","Skellefteå IBK","Period3","Hårt spel 2",2,"Skellefteå IBK - IKSU","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
