"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"370",370,"Utvisning","13:38",NA,"Emelie Linder","Täfteå IK /Sävar IK","Period3","Slag",2,"Täfteå IK /Sävar IK - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"371",371,"Utvisning","14:58",NA,"Ida Jakobsson","IBF Dalen","Period3","Obstruktion",2,"Täfteå IK /Sävar IK - IBF Dalen","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"372",372,"Utvisning","13:18",NA,"Alva Eriksson","Gimonäs Umeå IF","Period3","Låsning av klubba",2,"Gimonäs Umeå IF - Spöland Vännäs IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"373",373,"Utvisning","14:26",NA,"Fanny Nordwall","Gimonäs Umeå IF","Period3","Hands",2,"Gimonäs Umeå IF - Spöland Vännäs IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"374",374,"Utvisning","18:16",NA,"Alice Centerlind","Gimonäs Umeå IF","Period3","För många spelare på plan",2,"Gimonäs Umeå IF - Spöland Vännäs IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"375",375,"Utvisning","07:12",NA,"Mikaela Edlund","Örnsköldsvik IBK /IBF","Period1","Hands",2,"Örnsköldsvik IBK /IBF - Team Thorengruppen SK","Gustav Broadhall","Ludwig Broadhall","Gustav Broadhall, Ludwig Broadhall"
"376",376,"Utvisning","04:54",NA,"Mikaela Edlund","Örnsköldsvik IBK /IBF","Period2","Slag",2,"Örnsköldsvik IBK /IBF - Spöland Vännäs IF","Peter Saari","Rasmus Säfvenberg","Peter Saari, Rasmus Säfvenberg"
"377",377,"Utvisning","10:00",NA,"Angelica Mukkala","Spöland Vännäs IF","Period2","Låsning av klubba",2,"Örnsköldsvik IBK /IBF - Spöland Vännäs IF","Peter Saari","Rasmus Säfvenberg","Peter Saari, Rasmus Säfvenberg"
"378",378,"Utvisning","17:02",NA,"Elin Magnusson","Örnsköldsvik IBK /IBF","Period2","Slag",2,"Örnsköldsvik IBK /IBF - Spöland Vännäs IF","Peter Saari","Rasmus Säfvenberg","Peter Saari, Rasmus Säfvenberg"
"379",379,"Utvisning","06:34",NA,"Julia Olsson","Örnsköldsvik IBK /IBF","Period3","Otillåten trängning",2,"Örnsköldsvik IBK /IBF - Spöland Vännäs IF","Peter Saari","Rasmus Säfvenberg","Peter Saari, Rasmus Säfvenberg"
"380",380,"Utvisning","19:18",NA,"Soliana Zeray","Team Thorengruppen SK","Period2","Slag",2,"Gimonäs Umeå IF - Team Thorengruppen SK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"381",381,"Utvisning","13:49",NA,"Ida Eriksson","Vindelns IF","Period2","Otillåten trängning",2,"Obbola IK - Vindelns IF","Manuel Garzon","Christoffer Lind","Manuel Garzon, Christoffer Lind"
"382",382,"Utvisning","13:45",NA,"Elin Bernhardsson","Obbola IK","Period3","Otillåten trängning",2,"Obbola IK - Vindelns IF","Manuel Garzon","Christoffer Lind","Manuel Garzon, Christoffer Lind"
"383",383,"Utvisning","15:35",NA,"Wilma Näslund","Vindelns IF","Period3","Otillåten trängning",2,"Vindelns IF - NA","Marcus Gabrielsson","Joni Güzel","Marcus Gabrielsson, Joni Güzel"
"384",384,"Utvisning","04:16",NA,"Elin Bernhardsson","Obbola IK","Period2","Slag",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"385",385,"Utvisning","09:12",NA,"","","Period2","Straff",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"386",386,"Utvisning","18:21",NA,"Elsa Lindgren","Obbola IK","Period2","Felaktigt avstånd",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"387",387,"Utvisning","00:28",NA,"Elin Bernhardsson","Obbola IK","Period3","För många spelare på plan",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"388",388,"Utvisning","09:15",NA,"Emelie Olofsson","Täfteå IK /Sävar IK","Period3","Otillåten trängning",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"389",389,"Utvisning","16:46",NA,"Matilda Valtersson","Obbola IK","Period3","Otillåten trängning",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"390",390,"Utvisning","18:48",NA,"Elin Bernhardsson","Obbola IK","Period3","Slag",2,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"391",391,"Utvisning","18:48",NA,"Elin Bernhardsson","Obbola IK","Period3","Osportsligt uppträdande",12,"Täfteå IK /Sävar IK - Obbola IK","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"392",392,"Utvisning","04:21",NA,"Elsa Bergström","Röbäcks IF","Period3","Straff pga betr av målvaktsområde",2,"Röbäcks IF - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"393",393,"Utvisning","12:09",NA,"Petra Hennström","Spöland Vännäs IF","Period3","Slag",2,"Röbäcks IF - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"394",394,"Utvisning","16:27",NA,"Klara-Marie Laggar","Spöland Vännäs IF","Period1","Slag",2,"Spöland Vännäs IF - Täfteå IK /Sävar IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"395",395,"Utvisning","08:02",NA,"Frida Nilsson-Wihlbäck","Täfteå IK /Sävar IK","Period2","Slag",2,"Spöland Vännäs IF - Täfteå IK /Sävar IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"396",396,"Utvisning","16:27",NA,"Ellen Johansson","Spöland Vännäs IF","Period2","Otillåten trängning",2,"Spöland Vännäs IF - Täfteå IK /Sävar IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"397",397,"Utvisning","18:35",NA,"Emilia Claesson","Spöland Vännäs IF","Period2","För många spelare på plan",2,"Spöland Vännäs IF - Täfteå IK /Sävar IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"398",398,"Utvisning","19:23",NA,"Alva Granqvist","Spöland Vännäs IF","Period3","Lyftning av klubba",2,"Spöland Vännäs IF - Täfteå IK /Sävar IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"399",399,"Utvisning","10:38",NA,"Ida Ronnling","Röbäcks IF","Period1","Obstruktion",2,"Obbola IK - Röbäcks IF","Alvina Mukkala","Louise Ramebäck","Alvina Mukkala, Louise Ramebäck"
"400",400,"Utvisning","01:41",NA,"Tuva Åhs","Obbola IK","Period3","Slag",2,"Obbola IK - Röbäcks IF","Alvina Mukkala","Louise Ramebäck","Alvina Mukkala, Louise Ramebäck"
"401",401,"Utvisning","06:49",NA,"Edith Wallin","Röbäcks IF","Period3","Slag",2,"Obbola IK - Röbäcks IF","Alvina Mukkala","Louise Ramebäck","Alvina Mukkala, Louise Ramebäck"
"402",402,"Utvisning","10:50",NA,"Wilma Rönnbäck","Obbola IK","Period3","Obstruktion",2,"Obbola IK - Röbäcks IF","Alvina Mukkala","Louise Ramebäck","Alvina Mukkala, Louise Ramebäck"
"403",403,"Utvisning","19:57",NA,"Elin Bernhardsson","Obbola IK","Period3","Slag",2,"Obbola IK - Röbäcks IF","Alvina Mukkala","Louise Ramebäck","Alvina Mukkala, Louise Ramebäck"
