"","Typ","Tidpunkt","Score","Spelare","Lag","Period","Match","Straff","Domare1","Domare2","Domarpar"
"1","Straffmål","11:34","3-7","Linnea Bjerregaard","Nykvarns IBF Ungdom","Period3","Boxholms IBK - Nykvarns IBF Ungdom","Straff","Oscar Bard","Hampus Larsson","Oscar Bard, Hampus Larsson"
"2","Straffmål","10:45","2-0","Tilda Westergren","Boxholms IBK","Period1","Boxholms IBK - FBC Nyköping","Straff","Malin Gelin","Claes Waernholm","Malin Gelin, Claes Waernholm"
"3","Straffmål","13:22","4-6","Anna Balkefors","BK Vingen /IBF Norrköping","Period1","BK Vingen /IBF Norrköping - Solfjäderstaden IBK/Bergs IK","Straff","Patricio Boiardt","Peter Persson","Patricio Boiardt, Peter Persson"
"4","Räddad straff","00:39","","Malin Nyberg","Nykvarns IBF Ungdom","Period2","Nykvarns IBF Ungdom - Linköpings Universitets AIF IBK","Straff","Jimmy Eliasson","Jesper Jonsson","Jimmy Eliasson, Jesper Jonsson"
"5","Straffmål","10:02","1-1","Tilda Westergren","Boxholms IBK","Period2","Boxholms IBK - IBK Åtvidaberg/IBF Linköping U-lag","Straff","Oscar Bard","Hampus Larsson","Oscar Bard, Hampus Larsson"
"6","Missad straff","18:21","","Sabina Jasarevic","Linköpings Universitets AIF IBK","Period3","Telge SIBK U-lag - Linköpings Universitets AIF IBK","Straff","Mathias Lindvall","Ivan Wahlström","Mathias Lindvall, Ivan Wahlström"
