"","Referee","TotalCount"
"1","Adam Haglund",1
"2","Albin Jakobsson",4
"3","Anders Leander",1
"4","Christoffer Frykestam",9
"5","Claes Knutsson",5
"6","Erik Bergström",8
"7","Henrik Jansson",9
"8","Johan Friman",10
"9","Jonas Snäll",12
"10","Lars Larsson",5
"11","Nicklas Johansson",9
"12","Oskar Sundin",1
"13","Philip Aronsson-Elffors",7
"14","Pierre Malmgren",3
"15","Roger Nilsson",1
"16","Timmy Samuelsson",3
"17","Tobias Jäderqvist",2
