"","Typ","Tidpunkt","Score","Spelare","Lag","Period","Match","Straff","Domare1","Domare2","Domarpar"
"1","Missad straff","19:15","","Sabina Tafvelin","Spöland Vännäs IF","Period2","Sandåkerns SK - Spöland Vännäs IF","Straff","Jimmy Halldin","Erik Hörnros","Jimmy Halldin, Erik Hörnros"
"2","Straffmål","17:26","2-2","Julia Wedman","Röbäcks IF","Period1","Spöland Vännäs IF - Röbäcks IF","Straff"," "," ","  "
"3","Missad straff","07:02","","Sandra Nilsson","Spöland Vännäs IF","Period3","Spöland Vännäs IF - Röbäcks IF","Straff"," "," ","  "
"4","Missad straff","17:20","","Julia Wedman","Röbäcks IF","Period3","Spöland Vännäs IF - Röbäcks IF","Straff"," "," ","  "
"5","Missad straff","08:12","","Julia Wedman","Röbäcks IF","Period2","Sävar IK - Röbäcks IF","Straff","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"6","Missad straff","16:46","","Tilda Boström","Sävar IK","Period3","Sävar IK - Röbäcks IF","Straff","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"7","Missad straff","18:25","","Mirja Eriksson","Sävar IK","Period2","Sävar IK - Skellefteå IBK","Straff","Jimmy Halldin","Erik Hörnros","Jimmy Halldin, Erik Hörnros"
"8","Straffmål","13:55","4-2","Alvina Mukkala","Spöland Vännäs IF","Period1","Holmsund City IBC - Spöland Vännäs IF","Straff","Jimmy Halldin","Erik Hörnros","Jimmy Halldin, Erik Hörnros"
