"","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"1","Utvisning","08:22","","Ketil Kronberg","IBK Dalen","Period3","Liggande spel",2,"IBK Dalen - Lindås Rasta IBK","Daniel Böcker","Andreas Lybacken","Daniel Böcker, Andreas Lybacken"
"2","Utvisning","13:21","","Andreas Lundell","IK Sirius IBK","Period2","Hårt spel 2",2,"Pixbo Wallenstam IBK - IK Sirius IBK","Daniel Fathi-Najafi","Peter Novakovic","Daniel Fathi-Najafi, Peter Novakovic"
"3","Utvisning","16:16","","William Lindh","Pixbo Wallenstam IBK","Period3","Låsning av klubba",2,"Pixbo Wallenstam IBK - IK Sirius IBK","Daniel Fathi-Najafi","Peter Novakovic","Daniel Fathi-Najafi, Peter Novakovic"
"4","Utvisning","16:35","","Casper Backby","IBF Falun","Period1","Hög klubba",2,"IBF Örebro - IBF Falun","Thomas Andersson","Rickard Wissman","Thomas Andersson, Rickard Wissman"
"5","Utvisning","17:24","","Markus Lindgjerdet","IBF Örebro","Period1","Obstruktion",2,"IBF Örebro - IBF Falun","Thomas Andersson","Rickard Wissman","Thomas Andersson, Rickard Wissman"
"6","Utvisning","05:03","","Marcus Pontusson","IBF Örebro","Period2","Hårt spel 5",5,"IBF Örebro - IBF Falun","Thomas Andersson","Rickard Wissman","Thomas Andersson, Rickard Wissman"
"7","Utvisning","07:52","","Karljohan Ahlroth","Växjö IBK","Period1","Hårt spel 2",2,"Växjö IBK - Linköping IBK","Daniel Böcker","Andreas Lybacken","Daniel Böcker, Andreas Lybacken"
"8","Utvisning","04:49","","Christopher Holmér","Växjö IBK","Period2","Hands",2,"Växjö IBK - Linköping IBK","Daniel Böcker","Andreas Lybacken","Daniel Böcker, Andreas Lybacken"
"9","Utvisning","15:55","","Jakob Gullberg","Höllvikens IBF","Period1","Upprepade förseelser",2,"Linköping IBK - Höllvikens IBF","Henrik Nilsson","Håkan Söderman","Henrik Nilsson, Håkan Söderman"
"10","Utvisning","10:39","","Kim Lundström","Höllvikens IBF","Period3","Upprepade förseelser",2,"Linköping IBK - Höllvikens IBF","Henrik Nilsson","Håkan Söderman","Henrik Nilsson, Håkan Söderman"
"11","Utvisning","03:00","","Matej Jendrisak","Linköping IBK","Period4","Otillåten trängning",2,"Linköping IBK - Höllvikens IBF","Henrik Nilsson","Håkan Söderman","Henrik Nilsson, Håkan Söderman"
"12","Utvisning","13:04","","Emil Helmrich","Storvreta IBK","Period1","Slag",2,"Storvreta IBK - IBK Dalen","David Geiser","Henrik Nilsson","David Geiser, Henrik Nilsson"
"13","Utvisning","06:55","","Robin Nilsberth","Storvreta IBK","Period2","Hårt spel 2",2,"Storvreta IBK - IBK Dalen","David Geiser","Henrik Nilsson","David Geiser, Henrik Nilsson"
"14","Utvisning","06:24","","Viktor Klintsten","Storvreta IBK","Period3","Osportsligt uppträdande",12,"Storvreta IBK - IBK Dalen","David Geiser","Henrik Nilsson","David Geiser, Henrik Nilsson"
"15","Utvisning","01:11","","Johan Wittberg","FBC Kalmarsund","Period2","Slag",2,"Jönköpings IK - FBC Kalmarsund","Daniel Böcker","Andreas Lybacken","Daniel Böcker, Andreas Lybacken"
"16","Utvisning","07:11","","Tim Nyander","FBC Kalmarsund","Period2","Obstruktion",2,"Jönköpings IK - FBC Kalmarsund","Daniel Böcker","Andreas Lybacken","Daniel Böcker, Andreas Lybacken"
"17","Utvisning","03:21","","Anton Nilsson","FBC Kalmarsund","Period3","Fasthållning",2,"Jönköpings IK - FBC Kalmarsund","Daniel Böcker","Andreas Lybacken","Daniel Böcker, Andreas Lybacken"
