"","Typ","Tidpunkt","Score","Spelare","Lag","Period","Match","Straff","Domare1","Domare2","Domarpar"
"42","Räddad straff","00:41","","Joakim Larsson","Röke IBK","Period3","FBC Kalmarsund Ungdom - Röke IBK","Straff","Håkan Bondesson","Isac Bondesson","Håkan Bondesson, Isac Bondesson"
"43","Missad straff","04:39","","Andreas Långström","Gimonäs Umeå IF","Period3","Örnsköldsvik IBK - Gimonäs Umeå IF","Straff","Johan Krispinsson","Gustaf Vallgren","Johan Krispinsson, Gustaf Vallgren"
"44","Räddad straff","07:10","","Viktor Norlund","IBK Lund Elit","Period3","Munka-Ljungby IBK - IBK Lund Elit","Straff","Marcus Karlström","Edo Sabanovic","Marcus Karlström, Edo Sabanovic"
"45","Straffmål","10:29","1-2","Mikael Leijon","Järfälla IBK","Period2","IBK Uppsala Teknologer - Järfälla IBK","Straff","Peter Hagelin","Edwin Simonian","Peter Hagelin, Edwin Simonian"
"46","Straffmål","13:51","3-0","Kevin Hässler","Tyresö Trollbäcken IBK","Period2","Tyresö Trollbäcken IBK - Hammarby IF IBF","Straff","Jonas Backman","Oliver Halvarsson","Jonas Backman, Oliver Halvarsson"
"47","Straffmål","13:22","5-9","Nisse Thomasson","Farsta IBK","Period3","Farsta IBK - Hammarby IF IBF","Straff","Anders Fredriksson","Pierre Malmgren","Anders Fredriksson, Pierre Malmgren"
"48","Missad straff","16:23","","Gabriel Mattsson","Alunda IBF","Period1","Alunda IBF - Hässelby SK IBK","Straff","Jonas Holm","Anders Westerberg","Jonas Holm, Anders Westerberg"
"49","Missad straff","05:32","","Kim Johansson","Värmdö IF","Period3","Värmdö IF - Linköping FBC","Straff","Robert Jäderlund","Jacob Leijon","Robert Jäderlund, Jacob Leijon"
"50","Räddad straff","19:30","","Emil Lögdberg","Linköping FBC","Period3","Värmdö IF - Linköping FBC","Straff","Robert Jäderlund","Jacob Leijon","Robert Jäderlund, Jacob Leijon"
"51","Missad straff","00:38","","Wille Knuthas","Hovslätts IK","Period2","Hovslätts IK - Tyresö Trollbäcken IBK","Straff","Jesper Axelsson","Henrik Lord Johansson","Jesper Axelsson, Henrik Lord Johansson"
"52","Missad straff","02:24","","André Schoultz","IK Zenith","Period2","IK Zenith - Mölndals IBF","Straff","David Dornlöv","Hussein Ibrahim","David Dornlöv, Hussein Ibrahim"
"53","Straffmål","06:06","3-2","Stefan Karlsson Bryttmar","Jakobsbergs IBF","Period2","IK Sätra - Jakobsbergs IBF","Straff","Jonas Tidsjö","Jakob Westerlund","Jonas Tidsjö, Jakob Westerlund"
"54","Straffmål","08:34","2-9","Rasmus Olsson","Herrestads AIF","Period3","Fristads GoIF - Herrestads AIF","Straff","Jörgen Andersson","Daniel Dufvenberg","Jörgen Andersson, Daniel Dufvenberg"
"55","Straffmål","00:31","2-2","Andreas Granberg","IBK Lidköping","Period2","Pixbo Wallenstam IBF - IBK Lidköping","Straff","Jonas Backman","Oliver Halvarsson","Jonas Backman, Oliver Halvarsson"
"56","Missad straff","09:48","","Ludwig Svensson","IBF Dalen","Period3","IBF Dalen - Sundsvall FBC Ungdom","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"57","Straffmål","02:10","0-1","Victor Schedin","Hässelby SK IBK","Period1","Sandvikens AIK - Hässelby SK IBK","Straff","Jonas Tidsjö","Jakob Westerlund","Jonas Tidsjö, Jakob Westerlund"
"58","Straffmål","16:03","6-9","Jesper Wallström","Pixbo Wallenstam IBF","Period3","Herrestads AIF - Pixbo Wallenstam IBF","Straff","Robin Boqvist","Martin Jonsson","Robin Boqvist, Martin Jonsson"
"59","Straffmål","01:05","6-2","Stefan Karlsson Bryttmar","Jakobsbergs IBF","Period3","Jakobsbergs IBF - Rasbo IK","Straff","Johan Jäderlund","Jacob Leijon","Johan Jäderlund, Jacob Leijon"
"60","Missad straff","11:11","","Mattias Åberg","Jakobsbergs IBF","Period3","Jakobsbergs IBF - Rasbo IK","Straff","Johan Jäderlund","Jacob Leijon","Johan Jäderlund, Jacob Leijon"
"61","Missad straff","12:31","","Gustav Forsberg","Rasbo IK","Period3","Jakobsbergs IBF - Rasbo IK","Straff","Johan Jäderlund","Jacob Leijon","Johan Jäderlund, Jacob Leijon"
"62","Straffmål","12:04","2-2","Filip Rönnkvist","Telge IBS","Period2","Älvsjö AIK IBF - Telge IBS","Straff","Pierre Borghoff","Tobias Ekmark","Pierre Borghoff, Tobias Ekmark"
"63","Missad straff","02:30","","Marius Pedersen","Team Thorengruppen Ungdom SK","Period2","Jemtland Innebandy - Team Thorengruppen Ungdom SK","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"64","Straffmål","13:54","6-4","Nisse Thomasson","Farsta IBK","Period3","Farsta IBK - Telge IBS","Straff","Richard Himberg","Christian Johnsson","Richard Himberg, Christian Johnsson"
"65","Straffmål","11:15","1-1","Alexander Johansson","Sundsvall FBC","Period1","Sundsvall FBC - Gimonäs Umeå IF","Straff","Tony Cederholm","Mathias Damgaard","Tony Cederholm, Mathias Damgaard"
"66","Missad straff","17:38","","Kasper Jeremias","Team Thorengruppen Ungdom SK","Period1","Sundsvall FBC Ungdom - Team Thorengruppen Ungdom SK","Straff","Håkan Thunman","Magnus Undén","Håkan Thunman, Magnus Undén"
"67","Missad straff","16:58","","Linus Svahn","Stenungsunds IBK","Period3","Stenungsunds IBK - IBK Alingsås","Straff","Peter Jaeger","Måns Löfgren","Peter Jaeger, Måns Löfgren"
"68","Straffmål","09:54","8-5","Victor Ferraresi","Älvsjö AIK IBF","Period3","Älvsjö AIK IBF - Nykvarns IBF Ungdom","Straff","Kent Erlandsson","Henrik Ibjer","Kent Erlandsson, Henrik Ibjer"
"69","Straffmål","16:35","7-2","Jacob Holm","FBC Partille","Period3","FBC Partille - IBK Alingsås","Straff","Peter Jaeger","Måns Löfgren","Peter Jaeger, Måns Löfgren"
"70","Missad straff","00:52","","Kevin Hässler","Tyresö Trollbäcken IBK","Period1","Tyresö Trollbäcken IBK - Linköping FBC","Straff","Pierre Borghoff","Tobias Ekmark","Pierre Borghoff, Tobias Ekmark"
"71","Straffmål","19:43","11-9","Dennis Wallin","Täby FC","Period3","IBK Uppsala Teknologer - Täby FC","Straff","Robert Forslind Lovrencic","Peter Palmelius","Robert Forslind Lovrencic, Peter Palmelius"
"72","Straffmål","07:22","1-0","Filip Rönnkvist","Telge IBS","Period1","Telge IBS - Hammarby IF IBF","Straff","Christer Avasjö","Jonas Holm","Christer Avasjö, Jonas Holm"
"73","Missad straff","03:53","","Jesper Gyllenram","IK Sätra","Period3","IK Sätra - Hässelby SK IBK","Straff","Peter Hagelin","Edwin Simonian","Peter Hagelin, Edwin Simonian"
"74","Missad straff","12:48","","Markus Nordlindh","Alunda IBF","Period1","Alunda IBF - Täby FC","Straff","Mikael Andersson","Leif Borglund","Mikael Andersson, Leif Borglund"
"75","Räddad straff","05:10","","Oscar Fredriksson","Team Thorengruppen Ungdom SK","Period3","Timrå IBC - Team Thorengruppen Ungdom SK","Straff","Tony Cederholm","Mathias Damgaard","Tony Cederholm, Mathias Damgaard"
"76","Räddad straff","11:39","","Oscar Fredriksson","Team Thorengruppen Ungdom SK","Period3","Timrå IBC - Team Thorengruppen Ungdom SK","Straff","Tony Cederholm","Mathias Damgaard","Tony Cederholm, Mathias Damgaard"
"77","Missad straff","01:02","","Mattias Edgren","GS 86 AIF","Period2","GS 86 AIF - Hagfors IBS","Straff","Robin Boqvist","Martin Jonsson","Robin Boqvist, Martin Jonsson"
"78","Räddad straff","04:43","","Daniel Nygren","Gimonäs Umeå IF","Period1","Jemtland Innebandy - Gimonäs Umeå IF","Straff","Tony Cederholm","Mathias Damgaard","Tony Cederholm, Mathias Damgaard"
"79","Räddad straff","17:02","","Hannes Karlsson","Kumla IBK","Period1","Surahammars IBF - Kumla IBK","Straff","Pierre Borghoff","Tobias Ekmark","Pierre Borghoff, Tobias Ekmark"
"80","Missad straff","17:57","","Mikael Leijon","Järfälla IBK","Period3","Rotebro IS IBK - Järfälla IBK","Straff","Jonas Backman","Oliver Halvarsson","Jonas Backman, Oliver Halvarsson"
"81","Missad straff","13:50","","Viktor Strömquist","IBK Uppsala Teknologer","Period2","IBK Uppsala Teknologer - Rosersbergs IK","Straff","Jonas Backman","Oliver Halvarsson","Jonas Backman, Oliver Halvarsson"
"82","Räddad straff","04:02","","Mattias Berlin","IBK Luleå","Period2","Sundsvall FBC - IBK Luleå","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"83","Missad straff","17:39","","Oscar Liljegrahn","IBK Lockerud Mariestad","Period2","IBK Lockerud Mariestad - IBF Falun Ungdom","Straff","Kent Erlandsson","Henrik Ibjer","Kent Erlandsson, Henrik Ibjer"
"84","Straffmål","11:46","5-3","Michael Jansson","Rasbo IK","Period2","Rasbo IK - Sandvikens AIK","Straff","Roger Collin","Henrik Öberg","Roger Collin, Henrik Öberg"
"85","Missad straff","00:38","","Andreas Wisén","Torshälla IBK","Period3","IBF Västerås - Torshälla IBK","Straff","Jonas Backman","Oliver Halvarsson","Jonas Backman, Oliver Halvarsson"
"86","Missad straff","13:41","","Marcus Mildenberger","Rotebro IS IBK","Period3","Alunda IBF - Rotebro IS IBK","Straff","Peter Hagelin","Edwin Simonian","Peter Hagelin, Edwin Simonian"
"87","Missad straff","10:41","","Axel Wallgren","Team Thorengruppen Ungdom SK","Period3","Gimonäs Umeå IF - Team Thorengruppen Ungdom SK","Straff","Tony Cederholm","Mathias Damgaard","Tony Cederholm, Mathias Damgaard"
"88","Straffmål","02:55","2-3","Anton Byström","Örnsköldsvik IBK","Period2","Sundsvall FBC Ungdom - Örnsköldsvik IBK","Straff","Roger Collin","Henrik Öberg","Roger Collin, Henrik Öberg"
"89","Missad straff","17:19","","Oliver Bodén","IBF Dalen","Period1","IBF Dalen - Örnsköldsvik IBK","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"90","Straffmål","07:20","6-5","Anton Byström","Örnsköldsvik IBK","Period3","IBF Dalen - Örnsköldsvik IBK","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"91","Räddad straff","15:25","","Pontus Näs","Timrå IBC","Period3","FBC Bollnäs - Timrå IBC","Straff","Andreas Lindberg","Robin Palander","Andreas Lindberg, Robin Palander"
"92","Räddad straff","19:58","","Helmer Hernegran","Bele Barkarby IF IBF","Period2","IK Sätra - Bele Barkarby IF IBF","Straff","Christer Avasjö","Jonas Tidsjö","Christer Avasjö, Jonas Tidsjö"
"93","Straffmål","19:42","6-3","Jonas Larsson","IBF Falun Ungdom","Period3","IBF Falun Ungdom - Torshälla IBK","Straff","Jonas Backman","Oliver Halvarsson","Jonas Backman, Oliver Halvarsson"
"94","Straffmål","00:37","3-5","Rasmus Lundevall","Hammarby IF IBF","Period3","Älvsjö AIK IBF - Hammarby IF IBF","Straff","Richard Himberg","Christian Johnsson","Richard Himberg, Christian Johnsson"
"95","Straffmål","08:47","5-3","Marcus Alm","Timrå IBC","Period2","Timrå IBC - Team Thorengruppen Ungdom SK","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"96","Straffmål","17:30","5-4","Kasper Jeremias","Team Thorengruppen Ungdom SK","Period2","Timrå IBC - Team Thorengruppen Ungdom SK","Straff","Viktor Grahn","Morgan Poopuu","Viktor Grahn, Morgan Poopuu"
"97","Missad straff","18:20","","Oscar Kandell","Täby FC","Period2","Täby FC - Sandvikens AIK","Straff","Christoffer Markovski","Patric Terelius","Christoffer Markovski, Patric Terelius"
"98","Missad straff","17:50","","William Johansson","Sandvikens AIK","Period3","Täby FC - Sandvikens AIK","Straff","Christoffer Markovski","Patric Terelius","Christoffer Markovski, Patric Terelius"
"99","Straffmål","06:07","6-2","Christian Sandsund","Rosersbergs IK","Period2","Rosersbergs IK - Sandvikens AIK","Straff","Tomas Edstrand","Rickard Olsen","Tomas Edstrand, Rickard Olsen"
"100","Missad straff","18:47","","Ludwig Englund","Alunda IBF","Period3","Alunda IBF - Jakobsbergs IBF","Straff","Johan Jäderlund","Anders Westerberg","Johan Jäderlund, Anders Westerberg"
"101","Missad straff","19:11","","Marcus Magnemyr","Mölndals IBF","Period1","Mölndals IBF - Stenungsunds IBK","Straff","Jesper Axelsson","Henrik Lord Johansson","Jesper Axelsson, Henrik Lord Johansson"
