"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"112",112,"Utvisning","11:05",NA,"Mirja Eriksson","Sävar IK","Period3","Protest mot domslut",2,"Sävar IK - Gimonäs Umeå IF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"113",113,"Utvisning","10:50",NA,"Ellen Bergsdorf","Röbäcks IF","Period2","Hårt spel 2",2,"Röbäcks IF - Gimonäs Umeå IF","Tony Cederholm","Rasmus Säfvenberg","Tony Cederholm, Rasmus Säfvenberg"
"114",114,"Utvisning","14:51",NA,"Smilla Lundberg","Gimonäs Umeå IF","Period2","Fasthållning",2,"Röbäcks IF - Gimonäs Umeå IF","Tony Cederholm","Rasmus Säfvenberg","Tony Cederholm, Rasmus Säfvenberg"
"115",115,"Utvisning","13:18",NA,"Melinda Wallström","Röbäcks IF","Period3","Hårt spel 2",2,"Röbäcks IF - Gimonäs Umeå IF","Tony Cederholm","Rasmus Säfvenberg","Tony Cederholm, Rasmus Säfvenberg"
"116",116,"Utvisning","16:38",NA,"Jonna Lönn","Röbäcks IF","Period3","Hårt spel 2",2,"Röbäcks IF - Gimonäs Umeå IF","Tony Cederholm","Rasmus Säfvenberg","Tony Cederholm, Rasmus Säfvenberg"
"117",117,"Utvisning","20:00",NA,"Julia Wedman","Röbäcks IF","Period3","Slag",2,"Röbäcks IF - Gimonäs Umeå IF","Tony Cederholm","Rasmus Säfvenberg","Tony Cederholm, Rasmus Säfvenberg"
"118",118,"Utvisning","04:47",NA,"Linnea Erlandsson","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Spöland Vännäs IF - Skellefteå IBK","Ville Hedsberg","Jens Marklund","Ville Hedsberg, Jens Marklund"
"119",119,"Utvisning","18:12",NA,"Maria Johansson","Sävar IK","Period1","Slag",2,"Sävar IK - Spöland Vännäs IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"120",120,"Utvisning","07:21",NA,"Emma Åhl-Lundström","Spöland Vännäs IF","Period2","Hårt spel 2",2,"Sävar IK - Spöland Vännäs IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"121",121,"Utvisning","11:03",NA,"Sofia Ninnes","Sävar IK","Period2","Otillåten trängning",2,"Sävar IK - Spöland Vännäs IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"122",122,"Utvisning","02:11",NA,"Sanna Lövgren","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Sävar IK - Spöland Vännäs IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"123",123,"Utvisning","07:48",NA,"Sanna Lövgren","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Sävar IK - Spöland Vännäs IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"124",124,"Utvisning","09:25",NA,"Camilla Wallin","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Sävar IK - Spöland Vännäs IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"125",125,"Utvisning","10:19",NA,"Moa Pettersson","Gullänget-Kroksta IBS","Period3","Hårt spel 2",2,"Kågedalens AIF - Gullänget-Kroksta IBS","Lasse Ekesryd","Jörgen Lundberg","Lasse Ekesryd, Jörgen Lundberg"
"126",126,"Utvisning","02:47",NA,"Therese Ahlander","Sandåkerns SK","Period3","Otillåten trängning",2,"Spöland Vännäs IF - Sandåkerns SK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"127",127,"Utvisning","08:53",NA,"Janna Hall","Sandåkerns SK","Period1","Otillåten trängning",2,"Ersboda SK - Sandåkerns SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"128",128,"Utvisning","11:30",NA,"Elsa Bergström","Sandåkerns SK","Period1","Hands",2,"Ersboda SK - Sandåkerns SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"129",129,"Utvisning","08:22",NA,"Veronica Boman","Ersboda SK","Period3","Fördröjande av spelet",2,"Ersboda SK - Sandåkerns SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"130",130,"Utvisning","10:00",NA,"Emilia Nordlund","Ersboda SK","Period3","För många spelare på plan",2,"Ersboda SK - Sandåkerns SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"131",131,"Utvisning","16:55",NA,"Wilma Andersson","Gimonäs Umeå IF","Period1","Slag",2,"Kågedalens AIF - Gimonäs Umeå IF","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"132",132,"Utvisning","07:49",NA,"Hanna Markstedt","Kågedalens AIF","Period2","Slag",2,"Kågedalens AIF - Gimonäs Umeå IF","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"133",133,"Utvisning","03:47",NA,"Louise Ramebäck","Gimonäs Umeå IF","Period3","Slag",2,"Kågedalens AIF - Gimonäs Umeå IF","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"134",134,"Utvisning","17:40",NA,"Tilda Wilhelmsson","Gimonäs Umeå IF","Period1","Låsning av klubba",2,"Röbäcks IF - Gimonäs Umeå IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"135",135,"Utvisning","07:41",NA,"Felicia Hjelt","Gimonäs Umeå IF","Period2","Otillåten trängning",2,"Röbäcks IF - Gimonäs Umeå IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"136",136,"Utvisning","03:23",NA,"Elin Bergsdorf","Gimonäs Umeå IF","Period3","Otillåten trängning",2,"Röbäcks IF - Gimonäs Umeå IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"137",137,"Utvisning","08:48",NA,"Tilda Björklund","Röbäcks IF","Period3","Felaktigt avstånd",2,"Röbäcks IF - Gimonäs Umeå IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"138",138,"Utvisning","14:38",NA,"Jonna Lönn","Röbäcks IF","Period3","Protest mot domslut",2,"Röbäcks IF - Gimonäs Umeå IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"139",139,"Utvisning","17:59",NA,"Desire Larsson","Röbäcks IF","Period3","Felaktigt byte",2,"Röbäcks IF - Gimonäs Umeå IF","Bjarne Andersson","Manuel Garzon","Bjarne Andersson, Manuel Garzon"
"140",140,"Utvisning","04:59",NA,"Emilia Lönn","Röbäcks IF","Period1","Slag",2,"Röbäcks IF - Skellefteå IBK","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"141",141,"Utvisning","07:48",NA,"Hannah Ellonen","Skellefteå IBK","Period2","Otillåten trängning",2,"Röbäcks IF - Skellefteå IBK","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"142",142,"Utvisning","03:07",NA,"Ella Myrenius","Kågedalens AIF","Period1","För många spelare på plan",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"143",143,"Utvisning","04:31",NA,"Hanna Wahlberg","Kågedalens AIF","Period2","Låsning av klubba",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"144",144,"Utvisning","09:07",NA,"Lisa Sjölund","Örnsköldsvik IBF","Period2","Slag",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"145",145,"Utvisning","04:47",NA,"Ella Myrenius","Kågedalens AIF","Period3","Protest mot domslut",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"146",146,"Utvisning","05:13",NA,"Julia Åsander","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"147",147,"Utvisning","07:21",NA,"Maja Sköldh","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"148",148,"Utvisning","16:59",NA,"Emma Bäcklund","Kågedalens AIF","Period3","Felaktigt avstånd",2,"Örnsköldsvik IBF - Kågedalens AIF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"149",149,"Utvisning","10:39",NA,"Johanna Eriksson","Örnsköldsvik IBF","Period2","Felaktigt avstånd",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Maria Dahlin","Elin Lindgren","Maria Dahlin, Elin Lindgren"
"150",150,"Utvisning","11:14",NA,"Julia Lundberg","Gullänget-Kroksta IBS","Period3","Hårt spel 2",2,"Gullänget-Kroksta IBS - Örnsköldsvik IBF","Maria Dahlin","Elin Lindgren","Maria Dahlin, Elin Lindgren"
"151",151,"Utvisning","12:24",NA,"Vanja Östman","Gullänget-Kroksta IBS","Period1","För många spelare på plan",2,"Gullänget-Kroksta IBS - Skellefteå IBK","Mikael Berglund","Simon Hedkvist","Mikael Berglund, Simon Hedkvist"
"152",152,"Utvisning","11:46",NA,"Vanessa Hedström","Skellefteå IBK","Period2","Slag",2,"Gullänget-Kroksta IBS - Skellefteå IBK","Mikael Berglund","Simon Hedkvist","Mikael Berglund, Simon Hedkvist"
"153",153,"Utvisning","19:56",NA,"Vanessa Hedström","Skellefteå IBK","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Skellefteå IBK","Mikael Berglund","Simon Hedkvist","Mikael Berglund, Simon Hedkvist"
"154",154,"Utvisning","19:56",NA,"Vanja Östman","Gullänget-Kroksta IBS","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - Skellefteå IBK","Mikael Berglund","Simon Hedkvist","Mikael Berglund, Simon Hedkvist"
"155",155,"Utvisning","05:01",NA,"Elin Bergström","Gullänget-Kroksta IBS","Period3","Låsning av klubba",2,"Gullänget-Kroksta IBS - Skellefteå IBK","Mikael Berglund","Simon Hedkvist","Mikael Berglund, Simon Hedkvist"
"156",156,"Utvisning","14:46",NA,"Emma Johansson","Sävar IK","Period1","Låsning av klubba",2,"Sävar IK - Röbäcks IF","Viktor Grahn","Rasmus Säfvenberg","Viktor Grahn, Rasmus Säfvenberg"
"157",157,"Utvisning","02:37",NA,"Ellen Bergsdorf","Röbäcks IF","Period3","Obstruktion",2,"Sävar IK - Röbäcks IF","Viktor Grahn","Rasmus Säfvenberg","Viktor Grahn, Rasmus Säfvenberg"
"158",158,"Utvisning","10:39",NA,"Ebba Karlsson","Sävar IK","Period2","Slag",2,"Spöland Vännäs IF - Sävar IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"159",159,"Utvisning","15:23",NA,"Emelie Segerljung","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Spöland Vännäs IF - Sävar IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"160",160,"Utvisning","06:03",NA,"Olivia Berglund","Skellefteå IBK","Period1","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"161",161,"Utvisning","02:53",NA,"Moa Bergsdorf","Gimonäs Umeå IF","Period2","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"162",162,"Utvisning","10:38",NA,"Moa Bergsdorf","Gimonäs Umeå IF","Period2","Osportsligt uppträdande",12,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"163",163,"Utvisning","06:40",NA,"Elin Andersson","Skellefteå IBK","Period3","Hårt spel 2",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"164",164,"Utvisning","14:03",NA,"Moa Bergsdorf","Gimonäs Umeå IF","Period3","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"165",165,"Utvisning","00:12",NA,"Jennifer Cliffoord","Ersboda SK","Period2","Slag",2,"Sävar IK - Ersboda SK","Manuel Garzon","Daniel Johannesson","Manuel Garzon, Daniel Johannesson"
"166",166,"Utvisning","05:59",NA,"Linnéa Nilsson","Ersboda SK","Period2","Låsning av klubba",2,"Sävar IK - Ersboda SK","Manuel Garzon","Daniel Johannesson","Manuel Garzon, Daniel Johannesson"
"167",167,"Utvisning","12:01",NA,"Sofia Marklund","Ersboda SK","Period3","Slag",2,"Sävar IK - Ersboda SK","Manuel Garzon","Daniel Johannesson","Manuel Garzon, Daniel Johannesson"
"168",168,"Utvisning","19:45",NA,"Melinda Wallström","Röbäcks IF","Period2","Otillåten trängning",2,"Skellefteå IBK - Röbäcks IF","Micael Holmbom","Johan Rönnberg","Micael Holmbom, Johan Rönnberg"
"169",169,"Utvisning","14:42",NA,"Agnes Schönfeldt","Skellefteå IBK","Period3","Slag",2,"Skellefteå IBK - Röbäcks IF","Micael Holmbom","Johan Rönnberg","Micael Holmbom, Johan Rönnberg"
"170",170,"Utvisning","15:12",NA,"Emma Lindgren","Sandåkerns SK","Period2","Slag",2,"Sandåkerns SK - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"171",171,"Utvisning","02:09",NA,"Sanna Lövgren","Spöland Vännäs IF","Period3","Slag",2,"Sandåkerns SK - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"172",172,"Utvisning","12:37",NA,"Alva Granqvist","Spöland Vännäs IF","Period3","Slag",2,"Sandåkerns SK - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"173",173,"Utvisning","17:51",NA,"Emma Lindgren","Sandåkerns SK","Period3","Otillåten trängning",2,"Sandåkerns SK - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"174",174,"Utvisning","19:09",NA,"Amelia Lidgren","Sandåkerns SK","Period3","Låsning av klubba",2,"Sandåkerns SK - Spöland Vännäs IF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"175",175,"Utvisning","06:00",NA,"Hanna Wahlberg","Kågedalens AIF","Period1","Fasthållning",2,"Kågedalens AIF - Gimonäs Umeå IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"176",176,"Utvisning","15:06",NA,"Smilla Lundberg","Gimonäs Umeå IF","Period2","Protest mot domslut",2,"Kågedalens AIF - Gimonäs Umeå IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"177",177,"Utvisning","02:43",NA,"Felicia Hjelt","Gimonäs Umeå IF","Period3","Fasthållning",2,"Kågedalens AIF - Gimonäs Umeå IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"178",178,"Utvisning","06:22",NA,"Amanda Nilsson","Kågedalens AIF","Period3","Lyftning av klubba",2,"Kågedalens AIF - Gimonäs Umeå IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"179",179,"Utvisning","06:35",NA,"Meja Käller","Kågedalens AIF","Period3","Protest mot domslut",2,"Kågedalens AIF - Gimonäs Umeå IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"180",180,"Utvisning","14:42",NA,"Sofia Marklund","Ersboda SK","Period1","Obstruktion",2,"Örnsköldsvik IBF - Ersboda SK","Peder Lövdahl","Anders Öbergh","Peder Lövdahl, Anders Öbergh"
"181",181,"Utvisning","11:14",NA,"Julia Nyberg","Ersboda SK","Period2","Protest mot domslut",2,"Örnsköldsvik IBF - Ersboda SK","Peder Lövdahl","Anders Öbergh","Peder Lövdahl, Anders Öbergh"
"182",182,"Utvisning","00:16",NA,"Veronica Boman","Ersboda SK","Period3","Osportsligt uppträdande",12,"Örnsköldsvik IBF - Ersboda SK","Peder Lövdahl","Anders Öbergh","Peder Lövdahl, Anders Öbergh"
"183",183,"Utvisning","00:16",NA,"Veronica Boman","Ersboda SK","Period3","Fasthållning",2,"Örnsköldsvik IBF - Ersboda SK","Peder Lövdahl","Anders Öbergh","Peder Lövdahl, Anders Öbergh"
"184",184,"Utvisning","05:51",NA,"Tove Slettvoll","Sandåkerns SK","Period1","Otillåten trängning",2,"Sandåkerns SK - Röbäcks IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"185",185,"Utvisning","05:51",NA,"","","Period1","Otillåten trängning",2,"Sandåkerns SK - Röbäcks IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"186",186,"Utvisning","08:41",NA,"Emma Åström","Röbäcks IF","Period2","Obstruktion",2,"Sandåkerns SK - Röbäcks IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"187",187,"Utvisning","17:58",NA,"Elisia Norlin","Röbäcks IF","Period2","Slag",2,"Sandåkerns SK - Röbäcks IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"188",188,"Utvisning","19:11",NA,"Jonna Lönn","Röbäcks IF","Period2","Slag",2,"Sandåkerns SK - Röbäcks IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"189",189,"Utvisning","04:03",NA,"Elisia Norlin","Röbäcks IF","Period3","Nick",2,"Sandåkerns SK - Röbäcks IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"190",190,"Utvisning","01:44",NA,"Elin Nordin","Örnsköldsvik IBF","Period1","Otillåten trängning",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"191",191,"Utvisning","07:27",NA,"Moa Pettersson","Gullänget-Kroksta IBS","Period3","Otillåten trängning",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Robert Segerstedt","Ulf Stödberg","Robert Segerstedt, Ulf Stödberg"
"192",192,"Utvisning","10:21",NA,"Ebba Karlsson","Sävar IK","Period2","Obstruktion",2,"Röbäcks IF - Sävar IK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"193",193,"Utvisning","19:06",NA,"Lina Haga","Örnsköldsvik IBF","Period2","Otillåten trängning",2,"Örnsköldsvik IBF - Gimonäs Umeå IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"194",194,"Utvisning","04:54",NA,"Lina Berg","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - Gimonäs Umeå IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"195",195,"Utvisning","15:57",NA,"Moa Bergsdorf","Gimonäs Umeå IF","Period3","Slag",2,"Örnsköldsvik IBF - Gimonäs Umeå IF","Julia Fältén","Lisa Vestman","Julia Fältén, Lisa Vestman"
"196",196,"Utvisning","09:37",NA,"Sanna Ekman","Ersboda SK","Period1","Spel utan klubba",2,"Ersboda SK - Örnsköldsvik IBF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"197",197,"Utvisning","05:45",NA,"Elin Nordin","Örnsköldsvik IBF","Period2","Låsning av klubba",2,"Ersboda SK - Örnsköldsvik IBF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"198",198,"Utvisning","00:52",NA,"Hanna Kristoffersson","Örnsköldsvik IBF","Period3","Hög klubba",2,"Ersboda SK - Örnsköldsvik IBF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"199",199,"Utvisning","04:55",NA,"Lina Haga","Örnsköldsvik IBF","Period3","Slag",2,"Ersboda SK - Örnsköldsvik IBF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"200",200,"Utvisning","06:18",NA,"Ida Berglund","Sävar IK","Period2","Otillåten trängning",2,"Kågedalens AIF - Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"201",201,"Utvisning","16:11",NA,"Maria Söderlund","Sävar IK","Period2","Slag",2,"Kågedalens AIF - Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"202",202,"Utvisning","17:56",NA,"Wilma Bäcklund","Kågedalens AIF","Period2","Slag",2,"Kågedalens AIF - Sävar IK","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"203",203,"Utvisning","04:31",NA,"Julia Persson","Sandåkerns SK","Period1","Slag",2,"Gullänget-Kroksta IBS - Sandåkerns SK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"204",204,"Utvisning","13:57",NA,"Moa Pettersson","Gullänget-Kroksta IBS","Period3","Otillåten trängning",2,"Gullänget-Kroksta IBS - Sandåkerns SK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"205",205,"Utvisning","15:31",NA,"Alexandra Pettersson","Ersboda SK","Period1","Låsning av klubba",2,"Ersboda SK - Skellefteå IBK","Therese Edin","Frida Nilsson","Therese Edin, Frida Nilsson"
"206",206,"Utvisning","14:49",NA,"Juliana Mäkeläinen","Ersboda SK","Period3","Hårt spel 2",2,"Ersboda SK - Skellefteå IBK","Therese Edin","Frida Nilsson","Therese Edin, Frida Nilsson"
"207",207,"Utvisning","15:47",NA,"Amna Mohamed","Gimonäs Umeå IF","Period2","Hårt spel 5",5,"Gimonäs Umeå IF - Skellefteå IBK","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"208",208,"Utvisning","15:45",NA,"Johanna Dahlbäck","Skellefteå IBK","Period3","Otillåten trängning",2,"Gimonäs Umeå IF - Skellefteå IBK","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"209",209,"Utvisning","10:41",NA,"Sofia Ninnes","Sävar IK","Period1","Låsning av klubba",2,"Skellefteå IBK - Sävar IK","David Jonsson","Johan Rönnberg","David Jonsson, Johan Rönnberg"
"210",210,"Utvisning","06:15",NA,"Sanna Lövgren","Spöland Vännäs IF","Period1","Fasthållning",2,"Spöland Vännäs IF - Kågedalens AIF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"211",211,"Utvisning","13:09",NA,"Petra Hennström","Spöland Vännäs IF","Period1","Hårt spel 2",2,"Spöland Vännäs IF - Kågedalens AIF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"212",212,"Utvisning","14:08",NA,"Emma Åhl-Lundström","Spöland Vännäs IF","Period2","Nick",2,"Spöland Vännäs IF - Kågedalens AIF","Mats Erelund","Viktor Grahn","Mats Erelund, Viktor Grahn"
"213",213,"Utvisning","06:59",NA,"Julia Wedman","Röbäcks IF","Period1","Låsning av klubba",2,"Kågedalens AIF - Röbäcks IF","Daniel Degerman","Lasse Ekesryd","Daniel Degerman, Lasse Ekesryd"
"214",214,"Utvisning","12:19",NA,"Jonna Lönn","Röbäcks IF","Period1","Slag",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"215",215,"Utvisning","18:37",NA,"Linnea Lindström","Sandåkerns SK","Period1","Slag",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"216",216,"Utvisning","16:54",NA,"Elisia Norlin","Röbäcks IF","Period2","Slag",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"217",217,"Utvisning","19:01",NA,"Emma Lindgren","Sandåkerns SK","Period2","Lyftning av klubba",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"218",218,"Utvisning","08:25",NA,"Linn Eliasson","Sandåkerns SK","Period3","Slag",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"219",219,"Utvisning","17:46",NA,"Emma Åström","Röbäcks IF","Period3","Otillåten trängning",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"220",220,"Utvisning","18:31",NA,"Linnea Lindström","Sandåkerns SK","Period3","Slag",2,"Sandåkerns SK - Röbäcks IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"221",221,"Utvisning","07:14",NA,"Amna Mohamed","Gimonäs Umeå IF","Period3","Liggande spel",2,"Örnsköldsvik IBF - Gimonäs Umeå IF","Maria Dahlin","Elin Lindgren","Maria Dahlin, Elin Lindgren"
"222",222,"Utvisning","14:11",NA,"Moa Bergsdorf","Gimonäs Umeå IF","Period3","Hårt spel 2",2,"Örnsköldsvik IBF - Gimonäs Umeå IF","Maria Dahlin","Elin Lindgren","Maria Dahlin, Elin Lindgren"
"223",223,"Utvisning","08:14",NA,"Linn Pettersson","Örnsköldsvik IBF","Period1","Liggande spel",2,"Örnsköldsvik IBF - Spöland Vännäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"224",224,"Utvisning","14:33",NA,"Sanna Hägglund","Gullänget-Kroksta IBS","Period2","Otillåten trängning",2,"Gullänget-Kroksta IBS - Ersboda SK","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"225",225,"Utvisning","17:28",NA,"Elsa Bergström","Sandåkerns SK","Period1","Slag",2,"Sandåkerns SK - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"226",226,"Utvisning","18:15",NA,"Amna Mohamed","Gimonäs Umeå IF","Period1","Slag",2,"Sandåkerns SK - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"227",227,"Utvisning","13:08",NA,"Louise Ramebäck","Gimonäs Umeå IF","Period3","Slag",2,"Sandåkerns SK - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"228",228,"Utvisning","13:50",NA,"Elsa Bergström","Sandåkerns SK","Period3","Slag",2,"Sandåkerns SK - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"229",229,"Utvisning","14:24",NA,"Elin Nordin","Örnsköldsvik IBF","Period1","Hårt spel 2",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"230",230,"Utvisning","16:18",NA,"Josefin Jonsson","Spöland Vännäs IF","Period1","Fasthållning",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"231",231,"Utvisning","12:06",NA,"Matilda Norberg","Örnsköldsvik IBF","Period2","Slag",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
"232",232,"Utvisning","08:31",NA,"Julia Åsander","Örnsköldsvik IBF","Period3","Slag",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Andreas Eriksson","Manuel Garzon","Andreas Eriksson, Manuel Garzon"
